SYMBOL	ENTREZID	ST.1	ST.4	ST.5	ST.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AFAP1L1	134265	0.0957841	1.62866	1.2445	0.128973	NA	NA	NA	NA
AFAP1L2	84632	0.261815	0.329655	0.141313	0.342877	NA	NA	NA	NA
AFF1	4299	10.7062	12.7881	10.7426	7.85906	NA	NA	NA	NA
AFF2	2334	0.305407	0.117066	0.0427267	0.240492	NA	NA	NA	NA
AFF3	3899	11.78	17.6304	13.6345	21.4766	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	79.1184	92.832	94.395	99.0087	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	10.5345	16.2218	14.1721	8.32084	NA	NA	NA	NA
AFG3L2	10939	23.7285	24.0941	24.993	25.1359	cerebral-cortex	glial-cells	Medium	Enhanced
AFG3L2P1	347028	0.527395	0.642204	0.914392	0.592876	NA	NA	NA	NA
AFMID	125061	15.9738	10.6689	15.8574	11.4748	NA	NA	NA	NA
AFTPH	54812	11.2682	9.60532	10.6664	11.2326	NA	NA	NA	NA
AGA	175	27.5486	20.8077	21.9399	38.1893	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	20.8921	15.6923	17.661	20.9559	NA	NA	NA	NA
AGAP1-IT1	100506749	0.31447	0.108486	0.5941	0.242795	NA	NA	NA	NA
AGAP2	116986	12.6115	11.8596	7.84301	7.97366	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	0	1.67263	2.69155	0.854265	NA	NA	NA	NA
AGAP3	116988	41.6986	62.5765	45.6438	58.9568	cerebral-cortex	glial-cells	Medium	Approved
AGAP5	729092	0.327078	0.608764	0.765905	0.732194	NA	NA	NA	NA
AGBL2	79841	0.525073	0.634004	0.645343	0.323768	NA	NA	NA	NA
AGBL3	340351	2.32941	2.42246	2.06731	2.09696	NA	NA	NA	NA
AGBL4	84871	1.84914	2.08454	1.2964	0.611759	cerebral-cortex	glial-cells	Low	Approved
AGBL5	60509	32.2032	30.9711	28.4606	24.9127	NA	NA	NA	NA
AGBL5-AS1	100874031	0	0.487703	0.80124	0	NA	NA	NA	NA
AGBL5-IT1	106481744	0.69792	2.16712	1.58237	2.82922	NA	NA	NA	NA
AGFG1	3267	49.5081	35.4088	34.8061	42.6285	NA	NA	NA	NA
AGFG2	3268	10.1299	6.2807	6.583	7.19784	NA	NA	NA	NA
AGGF1	55109	25.4097	18.3539	19.5134	20.9762	NA	NA	NA	NA
AGK	55750	11.4245	10.8113	12.1493	11.1875	cerebral-cortex	glial-cells	Low	Supported
AGL	178	12.7481	12.2373	12.6481	13.6231	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.126627	0.180749	0.119624	0.354434	NA	NA	NA	NA
AGMO	392636	0.192239	0.0220841	0.0483755	0.189552	NA	NA	NA	NA
AGO1	26523	11.7829	12.9531	12.4871	12.5521	NA	NA	NA	NA
AGO2	27161	33.0702	41.6871	51.5489	29.7504	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	24.045	24.2163	33.0941	29.411	NA	NA	NA	NA
AGO4	192670	21.4	20.8876	30.7727	17.5338	NA	NA	NA	NA
AGPAT1	10554	0.252691	0.221067	0.42391	0.108207	cerebral-cortex	glial-cells	High	Approved
AGPAT2	10555	6.13742	5.102	6.50678	5.86272	NA	NA	NA	NA
AGPAT3	56894	24.4099	26.4725	26.2565	20.3331	NA	NA	NA	NA
AGPAT4	56895	29.0412	26.687	23.4144	23.834	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	130.356	106.904	109.531	129.474	NA	NA	NA	NA
AGPS	8540	22.131	20.2487	21.2065	23.4369	NA	NA	NA	NA
AGRN	375790	56.8341	95.4764	59.6677	69.0636	cerebral-cortex	glial-cells	Low	Approved
AGRP	181	0.258579	0.802916	0.879398	0.249577	NA	NA	NA	NA
AGT	183	44.7122	22.8991	15.8693	22.8012	NA	NA	NA	NA
AGTPBP1	23287	19.8705	29.0016	21.7763	15.5106	NA	NA	NA	NA
AGTRAP	57085	30.7079	20.5747	16.2738	19.173	NA	NA	NA	NA
AHCTF1	25909	16.7965	17.4684	22.164	20.5644	NA	NA	NA	NA
AHCTF1P1	285116	1.23894	1.34161	1.81361	1.5716	NA	NA	NA	NA
AHCY	191	63.5596	51.0237	51.4917	60.6907	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	43.6345	35.6516	34.6446	35.9127	NA	NA	NA	NA
AHCYL2	23382	26.5184	11.1306	16.4261	22.6267	NA	NA	NA	NA
AHCYP2	392387	0.176604	0.274187	0.200203	0.15341	NA	NA	NA	NA
AHDC1	27245	5.07806	3.48535	3.89857	3.08049	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	11.3041	16.1308	23.4874	13.8438	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	152.041	73.8849	66.8486	98.4461	NA	NA	NA	NA
AHNAK2	113146	30.8469	9.27153	3.23384	7.92914	NA	NA	NA	NA
AHR	196	22.7846	15.7217	4.02619	21.1634	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	6.90281	4.80323	3.0686	4.77307	NA	NA	NA	NA
AHSA1	10598	152.483	143.57	168.92	220.132	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	9.47505	7.12766	6.53605	8.85301	NA	NA	NA	NA
AIF1L	83543	20.407	34.0944	33.7949	26.3135	NA	NA	NA	NA
AIFM1	9131	11.312	9.85683	11.1433	11.4639	NA	NA	NA	NA
AIFM2	84883	3.14373	3.22997	3.34143	2.73251	NA	NA	NA	NA
AIFM3	150209	0.109896	0.448561	0.772667	0.665954	NA	NA	NA	NA
AIG1	51390	17.9667	19.1166	18.1235	15.1676	NA	NA	NA	NA
AIG1P1	106479028	0	4.56855	5.0038	7.66842	NA	NA	NA	NA
AIM2	9447	3.09934	2.54454	2.45963	0.840912	NA	NA	NA	NA
AIMP1	9255	22.5158	14.4455	17.9688	22.809	cerebral-cortex	glial-cells	Medium	Supported
AIMP1P1	170547	0.13186	0.204722	0.29896	0.0763614	NA	NA	NA	NA
AIMP2	7965	20.2111	19.155	17.3664	18.0515	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	28.7076	24.6439	21.0382	27.2216	cerebral-cortex	glial-cells	Medium	Approved
AIRN	100271873	0.188244	0.120341	0.237247	0.0403989	NA	NA	NA	NA
AJAP1	55966	4.36262	3.86759	5.76289	1.76743	NA	NA	NA	NA
AJUBA	84962	16.7071	16.4674	18.5834	11.7202	NA	NA	NA	NA
AK1	203	239.281	103.694	89.1089	85.7447	NA	NA	NA	NA
AK2	204	53.8728	60.7176	62.5678	66.4795	NA	NA	NA	NA
AK2P2	339736	0.237899	0.246236	0.26969	0.826623	NA	NA	NA	NA
AK3	50808	23.735	27.7453	30.7768	21.6858	NA	NA	NA	NA
AK3P2	100419074	0	1.9832	0.724036	0.12329	NA	NA	NA	NA
AK3P3	100419075	3.8781	8.02797	6.77274	5.82709	NA	NA	NA	NA
AK3P5	100288319	1.06836	0.947825	1.03879	0.707087	NA	NA	NA	NA
AK4	205	1.7112	1.74743	1.99824	0.519651	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	2.39519	2.47911	2.83332	1.44739	NA	NA	NA	NA
AK5	26289	2.68404	7.56788	4.45952	3.06168	NA	NA	NA	NA
AK7	122481	4.72973	1.57117	1.72353	0.936506	NA	NA	NA	NA
AK8	158067	4.47949	1.69348	1.45376	2.01601	NA	NA	NA	NA
AK9	221264	6.90147	9.00067	7.93865	6.14003	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	23.615	25.6558	16.4511	9.54018	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	21.8642	18.7844	19.3729	18.8458	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	12.1693	10.181	10.2957	11.1121	NA	NA	NA	NA
AKAP12	9590	17.8093	23.6799	21.688	16.7056	NA	NA	NA	NA
AKAP13	11214	82.0696	67.6632	66.695	73.713	cerebral-cortex	glial-cells	Medium	Approved
AKAP14	158798	27.1613	2.93663	5.29324	5.6337	NA	NA	NA	NA
AKAP17A	8227	10.062	15.7173	9.94254	10.2315	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	1.41343	1.96585	1.47926	4.61112	NA	NA	NA	NA
AKAP5	9495	1.39779	2.09463	2.39694	1.0483	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	66.8759	71.2975	49.2031	57.6788	NA	NA	NA	NA
AKAP7	9465	5.45347	8.46692	6.5855	10.4889	NA	NA	NA	NA
AKAP8	10270	17.1425	25.887	24.7314	19.1626	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	119.334	129.348	123.485	123.119	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	30.7881	33.9075	42.0478	28.789	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	19.3437	18.886	15.7594	17.2221	NA	NA	NA	NA
AKIRIN1	79647	79.9143	62.8724	63.6571	77.669	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	14.7179	20.8286	19.8144	14.5965	NA	NA	NA	NA
AKNA	80709	7.66098	13.2774	7.0084	7.23103	NA	NA	NA	NA
AKNAD1	254268	0.214155	0.981933	0.507328	1.17618	NA	NA	NA	NA
AKR1A1	10327	56.6338	62.9447	63.6714	49.7401	NA	NA	NA	NA
AKR1B1	231	13.632	16.3699	13.9707	10.6749	NA	NA	NA	NA
AKR1B1P1	401982	0.257081	0.199567	0.437153	0.297758	NA	NA	NA	NA
AKR1B1P2	236	0.198599	0.0685191	0.150092	0.268359	NA	NA	NA	NA
AKR1C1	1645	1.49997	0.71719	0.0302211	1.65421	NA	NA	NA	NA
AKR1E2	83592	1.29547	0.5424	0.305392	0.218785	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	28.4184	20.3275	20.5676	20.5259	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.339842	0.281395	0.61641	0.590378	NA	NA	NA	NA
AKR7A3	22977	0.707389	1.1981	1.02062	0.558624	NA	NA	NA	NA
AKR7L	246181	0.916997	1.60138	1.4545	1.53788	NA	NA	NA	NA
AKT1	207	82.188	110.26	103.853	85.3297	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	10.5918	9.34547	10.1233	12.5806	NA	NA	NA	NA
AKT2	208	80.6054	83.7111	82.5269	87.2497	NA	NA	NA	NA
AKT3	10000	67.0415	84.2816	66.203	87.3542	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	1.68948	3.49736	2.43759	1.9568	NA	NA	NA	NA
AKTIP	64400	22.8506	18.4193	19.4861	17.1621	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	15.0505	11.0561	14.06	23.2359	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	20.3942	28.0006	22.3583	25.3764	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0.391653	0.810853	0	0.336742	NA	NA	NA	NA
ALCAM	214	54.1235	32.1151	21.3023	52.0963	NA	NA	NA	NA
ALDH16A1	126133	11.0308	6.75492	6.68645	4.62703	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	36.2124	28.0663	30.5411	25.5212	NA	NA	NA	NA
ALDH1A1	216	0.120285	0.161498	0.0904058	0.545813	NA	NA	NA	NA
ALDH1A2	8854	2.0639	2.30369	0.446189	0.919642	cerebral-cortex	glial-cells	Medium	Approved
ALDH1B1	219	4.43697	9.07969	8.58152	5.07035	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	3.17471	3.93706	0.915269	0.463378	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L1-AS2	100862662	0.181952	0.278064	0	0	NA	NA	NA	NA
ALDH1L2	160428	8.05976	2.98513	2.32898	4.47245	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	22.4301	22.5491	26.0257	20.0212	NA	NA	NA	NA
ALDH3A1	218	0.483399	0.143841	0.315609	0.0217093	NA	NA	NA	NA
ALDH3A2	224	81.8133	45.1193	49.6601	50.144	NA	NA	NA	NA
ALDH3B1	221	1.27156	3.14995	2.18611	0.745405	NA	NA	NA	NA
ALDH4A1	8659	7.31535	8.21875	10.3807	7.04254	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	10.1783	11.0981	8.63342	8.03963	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	25.3658	29.2483	23.0981	21.0625	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	29.7946	26.8864	26.4792	21.802	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	0.619261	0.75407	0.784608	0.5696	NA	NA	NA	NA
ALDH8A1	64577	1.08793	0.664303	0.537679	2.57292	NA	NA	NA	NA
ALDH9A1	223	53.0189	71.2122	72.4537	44.2558	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	417.787	282.075	269.132	384.749	NA	NA	NA	NA
ALDOB	229	0.0431282	0.200877	0.268903	0.0624402	NA	NA	NA	NA
ALDOC	230	11.4951	5.28432	3.6911	7.47711	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	11.4312	8.97484	10.261	11.5247	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	4.28501	4.58885	2.76444	4.48224	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	4.66573	1.71105	2.24115	3.26964	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	5.65471	4.18681	4.0259	6.12003	NA	NA	NA	NA
ALG12	79087	9.51662	12.2212	8.00773	8.68028	NA	NA	NA	NA
ALG13	79868	50.0481	28.6289	30.3009	48.9241	cerebral-cortex	glial-cells	Low	Approved
ALG13-AS1	106478971	5.21129	3.59592	0	3.01792	NA	NA	NA	NA
ALG14	199857	6.5013	6.91504	7.95898	5.04773	NA	NA	NA	NA
ALG1L	200810	0.403588	0.114393	0.250687	0.0981693	NA	NA	NA	NA
ALG1L12P	100421097	0.208327	0.862506	0.236166	0.24129	NA	NA	NA	NA
ALG1L13P	106479038	0.172074	0.25814	0.225466	0.390182	NA	NA	NA	NA
ALG1L15P	730086	0.490989	0.846992	1.11321	0.710856	NA	NA	NA	NA
ALG1L2	644974	0.260923	0.757986	1.18316	0.151103	NA	NA	NA	NA
ALG1L6P	339879	0.181208	0.29879	0.116138	0.280605	NA	NA	NA	NA
ALG1L9P	285407	0.836769	0.276164	0	0.721516	NA	NA	NA	NA
ALG2	85365	10.7544	8.0992	9.49006	10.4063	NA	NA	NA	NA
ALG3	10195	16.3653	13.1541	11.8916	17.1736	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	16.5585	14.0846	14.1822	17.2873	NA	NA	NA	NA
ALG6	29929	3.27175	3.77136	4.0334	3.29611	NA	NA	NA	NA
ALG8	79053	23.2646	20.7261	17.9076	21.5708	cerebral-cortex	glial-cells	Low	Approved
ALK	238	6.45229	3.65624	4.735	7.06357	NA	NA	NA	NA
ALKBH1	8846	5.57987	9.86668	5.75464	6.46166	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	26.9637	26.1512	34.3205	29.8601	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	18.0486	22.0704	24.9401	18.3906	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.705379	1.33043	1.78597	0.669861	NA	NA	NA	NA
ALKBH4	54784	10.4847	9.41435	10.2845	8.46956	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	39.5849	35.2215	32.7442	34.4921	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	12.2368	11.0285	9.64687	12.4564	NA	NA	NA	NA
ALKBH7	84266	20.6835	21.1505	20.1319	17.9198	NA	NA	NA	NA
ALKBH8	91801	3.39947	3.87079	2.31035	5.7745	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	26.3411	14.778	21.1963	21.1019	NA	NA	NA	NA
ALMS1-IT1	100874291	0.610951	0.474268	1.2409	0.50123	NA	NA	NA	NA
ALOX12	239	0.853297	1.0732	1.46588	0.812536	NA	NA	NA	NA
ALOX12P2	245	2.06256	1.79199	3.32822	1.53323	NA	NA	NA	NA
ALPK1	80216	1.09978	1.64774	0.43736	0.916398	NA	NA	NA	NA
ALPK2	115701	9.81275	4.85962	5.87442	12.358	NA	NA	NA	NA
ALPK3	57538	0.104134	0.121841	0.286968	0.248471	NA	NA	NA	NA
ALPL	249	5.02432	3.54604	1.63656	13.4921	NA	NA	NA	NA
ALS2	57679	35.0231	31.584	42.1941	34.3095	NA	NA	NA	NA
ALX4	60529	0.716969	0.0814489	0.109031	0.298745	NA	NA	NA	NA
ALYREF	10189	243.739	323.695	314.546	308.094	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	4.37287	6.57298	8.14175	6.66366	NA	NA	NA	NA
AMBN	258	0.0740206	3.84338	0.756239	0.149849	NA	NA	NA	NA
AMBRA1	55626	16.6788	11.9754	14.859	13.7883	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	38.5632	47.2139	54.6235	43.8861	NA	NA	NA	NA
AMDHD2	51005	20.2492	16.3909	14.6023	16.6591	NA	NA	NA	NA
AMER1	139285	2.80755	3.20127	3.40923	2.4308	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	19.5376	21.8767	13.0623	28.1257	cerebral-cortex	glial-cells	High	Enhanced
AMER3	205147	0.0243767	0.0655511	0.276405	0.215838	NA	NA	NA	NA
AMFR	267	177.852	135.658	138.548	130.161	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	4.30582	3.95806	4.9675	5.12326	NA	NA	NA	NA
AMIGO1	57463	4.59204	3.37186	2.13529	2.94123	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	4.78703	3.84239	4.8779	5.55031	NA	NA	NA	NA
AMIGO3	386724	0.878027	2.09724	0.000349294	1.57622	NA	NA	NA	NA
AMMECR1	9949	9.24506	9.02457	6.00318	4.91591	NA	NA	NA	NA
AMMECR1-IT1	100874352	0.94368	0.697679	1.0699	0.624567	NA	NA	NA	NA
AMMECR1L	83607	6.60793	7.12695	6.7161	6.8731	NA	NA	NA	NA
AMN	81693	0.0909215	0.126637	0.101448	0.166494	NA	NA	NA	NA
AMN1	196394	12.7945	8.77701	9.77741	15.1308	NA	NA	NA	NA
AMOT	154796	21.3537	15.9654	12.4022	14.3433	NA	NA	NA	NA
AMOTL1	154810	24.5297	29.7916	24.4651	21.5374	NA	NA	NA	NA
AMOTL2	51421	42.5125	34.2401	43.1262	55.5084	NA	NA	NA	NA
AMPD2	271	24.1802	28.5112	26.926	25.0595	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	0.7925	0.193104	1.17977	0.942212	NA	NA	NA	NA
AMPH	273	20.0386	21.9071	19.8966	9.798	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	7.96692	5.12513	6.53976	5.72258	cerebral-cortex	glial-cells	Low	Supported
AMY2B	280	2.442	4.38522	3.3762	5.6564	NA	NA	NA	NA
AMZ1	155185	1.82141	1.79488	1.50257	0.957127	NA	NA	NA	NA
AMZ2P1	201283	8.03561	5.52474	5.55638	6.16134	NA	NA	NA	NA
ANAPC1	64682	6.07456	8.87204	9.91842	12.4082	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	10.992	9.90125	14.1071	14.353	NA	NA	NA	NA
ANAPC10P1	729198	2.05066	1.55651	2.63465	1.97927	NA	NA	NA	NA
ANAPC11	51529	37.2771	37.7112	31.5746	31.3569	NA	NA	NA	NA
ANAPC13	25847	28.4854	30.7438	30.1997	41.6613	NA	NA	NA	NA
ANAPC15	25906	23.6942	30.2282	24.3007	23.1284	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	28.7151	19.0617	19.4134	28.558	cerebral-cortex	glial-cells	Low	Approved
ANAPC1P1	100286979	0.124538	0.360922	0.282358	0.216363	NA	NA	NA	NA
ANAPC2	29882	11.2478	13.1384	13.2623	9.92586	NA	NA	NA	NA
ANAPC4	29945	17.0675	21.4524	22.0674	19.9544	NA	NA	NA	NA
ANAPC5	51433	24.1287	22.3969	23.9	26.6101	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	54.9543	46.3792	50.0578	50.5206	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	1.4977	8.2041	2.20837	3.32428	NA	NA	NA	NA
ANGEL1	23357	4.88458	5.83182	5.40917	4.53112	NA	NA	NA	NA
ANGEL2	90806	31.3239	36.4277	43.4036	33.7595	NA	NA	NA	NA
ANGPT1	284	78.2377	34.9777	33.9975	18.4935	NA	NA	NA	NA
ANGPT2	285	0.46492	0.807365	0.877246	0.719992	NA	NA	NA	NA
ANGPTL1	9068	7.00771	31.409	16.5529	7.23515	NA	NA	NA	NA
ANGPTL2	23452	3.51633	7.32837	2.79244	8.79017	NA	NA	NA	NA
ANGPTL3	27329	2.10915	3.79604	4.57787	2.30139	NA	NA	NA	NA
ANGPTL4	51129	16.3606	11.3641	11.6757	15.6322	NA	NA	NA	NA
ANGPTL6	83854	0.0396619	0.179545	0	0.174302	NA	NA	NA	NA
ANGPTL7	10218	0.576889	0.894768	0.548838	0.393357	NA	NA	NA	NA
ANK1	286	0.0760635	0.453002	0.350589	0.245025	NA	NA	NA	NA
ANK2	287	440.351	318.006	317.12	246.155	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	7.56595	6.86308	9.42342	8.51693	NA	NA	NA	NA
ANKAR	150709	5.97545	6.31833	6.15428	5.48541	NA	NA	NA	NA
ANKDD1A	348094	1.3347	2.24506	2.39861	1.71037	NA	NA	NA	NA
ANKDD1B	728780	0.524994	0.373421	0.341395	0.849559	NA	NA	NA	NA
ANKEF1	63926	1.34251	1.42224	0.8783	0.761334	cerebral-cortex	glial-cells	Low	Approved
ANKFN1	162282	9.97419	7.30897	9.62919	10.8501	NA	NA	NA	NA
ANKFY1	51479	25.1686	27.1184	28.7128	21.5175	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	8.6417	8.18769	10.0109	8.9658	NA	NA	NA	NA
ANKHD1	54882	32.7481	57.2723	54.5713	42.4983	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	4.93789	1.98498	4.71353	4.52689	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	120.908	98.4617	110.574	137.04	NA	NA	NA	NA
ANKLE1	126549	0.252702	0.609059	0.515937	0.687435	NA	NA	NA	NA
ANKLE2	23141	46.3657	46.993	39.3501	35.646	NA	NA	NA	NA
ANKMY1	51281	9.43907	16.3113	8.29759	8.4425	NA	NA	NA	NA
ANKMY2	57037	8.28769	9.30142	9.40616	8.96415	NA	NA	NA	NA
ANKRA2	57763	21.6878	14.9844	22.3752	25.0302	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	1.66463	0.282452	0.4331	0.426692	NA	NA	NA	NA
ANKRD10	55608	153.243	270.174	324.211	317.2	NA	NA	NA	NA
ANKRD10-IT1	100505494	8.66833	19.0655	16.8895	16.7853	NA	NA	NA	NA
ANKRD11	29123	22.12	25.5854	30.8043	21.8443	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	95.2013	105.748	84.0662	142.541	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	24.2196	21.0679	19.7029	18.3049	NA	NA	NA	NA
ANKRD13B	124930	11.3586	24.0582	14.6833	11.9841	NA	NA	NA	NA
ANKRD13C	81573	32.2679	29.7514	26.1492	40.172	NA	NA	NA	NA
ANKRD13D	338692	29.9645	30.6881	30.7154	24.7985	NA	NA	NA	NA
ANKRD16	54522	5.7436	6.72969	4.67058	3.81179	NA	NA	NA	NA
ANKRD17	26057	32.7589	34.9467	36.0252	32.3883	NA	NA	NA	NA
ANKRD18CP	101926917	0.677353	0.433699	0.158337	0.994847	NA	NA	NA	NA
ANKRD18EP	100131031	1.33722	0.9296	1.49329	2.11515	NA	NA	NA	NA
ANKRD19P	138649	2.64998	2.04378	2.58295	2.79227	NA	NA	NA	NA
ANKRD2	26287	0.194157	0.120518	0.0464512	0.0949239	NA	NA	NA	NA
ANKRD20A18P	391269	0.166789	0.517913	0.378155	0.0965898	NA	NA	NA	NA
ANKRD20A7P	653436	0.0219247	0	0.596508	0.152362	NA	NA	NA	NA
ANKRD23	200539	3.16112	3.6603	2.30476	5.27049	NA	NA	NA	NA
ANKRD24	170961	0.329862	0.259383	0.205125	0.338139	NA	NA	NA	NA
ANKRD26	22852	18.0103	15.9088	21.3578	18.9101	NA	NA	NA	NA
ANKRD26P1	124149	0.42612	0.218268	0.141499	0.161794	NA	NA	NA	NA
ANKRD26P4	100873882	0.647853	0.670552	1.10164	0.90043	NA	NA	NA	NA
ANKRD27	84079	7.66235	7.21588	6.4694	6.63797	NA	NA	NA	NA
ANKRD29	147463	0.834765	0.781147	1.55409	1.002	NA	NA	NA	NA
ANKRD31	256006	0.113096	0.103273	0.0471279	0.105934	NA	NA	NA	NA
ANKRD33B	651746	0.319449	0.220428	0.441575	0.0822209	NA	NA	NA	NA
ANKRD34B	340120	0.350547	1.94391	0.294364	0.135337	NA	NA	NA	NA
ANKRD36	375248	6.13733	11.289	11.6394	6.37813	NA	NA	NA	NA
ANKRD36B	57730	5.38159	9.34736	11.9828	6.03916	NA	NA	NA	NA
ANKRD36BP2	645784	0.790111	0.173892	2.1926	0.634822	NA	NA	NA	NA
ANKRD36C	400986	11.0431	14.5864	20.1867	11.1132	NA	NA	NA	NA
ANKRD37	353322	2.40896	3.40079	4.54403	1.76322	NA	NA	NA	NA
ANKRD39	51239	5.70217	4.41513	5.15598	4.14171	NA	NA	NA	NA
ANKRD40	91369	18.438	17.1464	18.1087	18.0209	NA	NA	NA	NA
ANKRD42	338699	18.5208	8.69641	9.08097	13.0609	NA	NA	NA	NA
ANKRD44	91526	45.8391	24.0345	42.2275	25.2331	NA	NA	NA	NA
ANKRD44-IT1	101927547	0.447218	0.63647	1.01396	0.323737	NA	NA	NA	NA
ANKRD45	339416	9.7751	6.5291	6.87399	4.29153	NA	NA	NA	NA
ANKRD46	157567	10.4837	11.6967	8.9907	8.85167	NA	NA	NA	NA
ANKRD49	54851	12.8289	11.5909	10.6	15.1039	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	7.39234	14.8603	13.7666	11.3683	NA	NA	NA	NA
ANKRD52	283373	9.56872	9.83829	9.66596	6.99671	NA	NA	NA	NA
ANKRD54	129138	23.6349	19.3819	17.8292	21.1419	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	47.4659	71.8204	84.6312	62.5708	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	0.505449	0.380471	0.625069	0.266096	NA	NA	NA	NA
ANKRD63	100131244	0.721144	0.639783	0.700724	0.656266	NA	NA	NA	NA
ANKRD65	441869	0.0718883	0.153534	0.268809	0.312325	NA	NA	NA	NA
ANKRD66	100287718	1.24281	0.0628572	0.24367	0	NA	NA	NA	NA
ANKRD7	56311	0.446841	0.184998	0.16326	0.155262	NA	NA	NA	NA
ANKRD9	122416	10.9577	14.5667	13.5218	5.17894	NA	NA	NA	NA
ANKS1A	23294	8.14955	7.96548	6.71653	6.62782	NA	NA	NA	NA
ANKS1B	56899	43.785	24.3887	22.3763	25.143	NA	NA	NA	NA
ANKS3	124401	15.4246	16.5661	15.3101	15.0415	NA	NA	NA	NA
ANKS6	203286	7.10737	6.99951	6.73505	5.46974	cerebral-cortex	glial-cells	Medium	Approved
ANKUB1	389161	1.17997	1.11832	1.43295	0.720548	NA	NA	NA	NA
ANKZF1	55139	51.5648	48.7118	54.1662	63.9161	NA	NA	NA	NA
ANLN	54443	18.3088	53.428	48.3456	18.6689	NA	NA	NA	NA
