SYMBOL	ENTREZID	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
ADO	84890	8.16264	7.86871	6.50993	7.53617	7.59944	6.83855	NA	NA	NA	NA
ADORA1	134	0.182515	0.128397	0.651809	0.741693	0.576695	0.531205	NA	NA	NA	NA
ADORA2A	135	0.43209	0.0696106	0.271952	0.533507	0.818506	1.01348	NA	NA	NA	NA
ADORA2A-AS1	646023	0.0901475	0.055292	0	0.0152738	0.0445497	0.0598084	NA	NA	NA	NA
ADORA2B	136	6.51332	7.88558	2.60257	2.90495	3.1555	2.76132	NA	NA	NA	NA
ADPGK	83440	43.6115	52.9625	57.3001	54.2621	52.7597	62.8374	NA	NA	NA	NA
ADPGK-AS1	100287559	0.189389	0.0690808	0.0884771	0.130218	0.106575	0.111686	NA	NA	NA	NA
ADPRH	141	0.270954	0.215465	0.449916	0.46017	0.368856	0.276961	cerebral-cortex	glial-cells	Low	Approved
ADPRHL1	113622	0.539555	0.524057	0.587524	0.783295	0.660486	0.791678	NA	NA	NA	NA
ADPRHL2	54936	16.7786	17.742	17.6789	17.9809	16.6911	15.0001	cerebral-cortex	glial-cells	Low	Approved
ADPRM	56985	7.04441	6.25154	7.054	6.61344	5.02207	5.65655	NA	NA	NA	NA
ADRA1B	147	1.29501	0.671038	0.602573	0.631295	0.421249	0.312595	NA	NA	NA	NA
ADRA1D	146	0.328335	0.196016	0.173528	0.174162	0.0832004	0.181102	NA	NA	NA	NA
ADRA2C	152	1.26385	1.3024	1.13874	1.16889	1.03632	0.864922	NA	NA	NA	NA
ADRB2	154	4.266	3.51152	2.01268	1.77729	1.59944	1.72335	NA	NA	NA	NA
ADRM1	11047	102.901	104.125	107.879	107.953	106.234	89.4083	cerebral-cortex	glial-cells	Medium	Supported
ADSL	158	38.9794	38.9073	35.6801	34.0849	39.4763	39.7487	cerebral-cortex	glial-cells	Medium	Enhanced
ADTRP	84830	1.57068	0.980791	2.71643	2.67027	1.69681	1.86639	NA	NA	NA	NA
AEBP1	165	34.0754	31.3455	45.6587	36.0411	61.883	59.311	cerebral-cortex	glial-cells	Low	Supported
AEBP2	121536	11.6609	10.6496	12.4862	12.8593	11.3209	14.0007	NA	NA	NA	NA
AEN	64782	24.7986	26.2133	27.1498	25.8542	28.9702	27.4648	NA	NA	NA	NA
AFAP1	60312	65.8858	66.1502	68.4746	65.2762	62.51	61.2978	cerebral-cortex	glial-cells	Low	Enhanced
AFAP1-AS1	84740	0.399304	0.326495	0.418373	0.304446	0.342611	0.250448	NA	NA	NA	NA
AFAP1L1	134265	6.21584	6.71138	4.47602	4.72955	5.83372	7.47159	NA	NA	NA	NA
AFAP1L2	84632	0.740866	0.827436	0.216855	0.350511	0.410145	0.373888	NA	NA	NA	NA
AFF1	4299	10.8428	9.51391	12.0783	14.2247	11.2	11.3483	NA	NA	NA	NA
AFF3	3899	24.289	27.845	10.6336	8.46721	21.9716	25.8973	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	54.415	50.4513	50.7293	49.0776	50.9244	57.0973	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	6.64466	5.60992	4.94822	7.2828	6.80045	8.45076	NA	NA	NA	NA
AFG3L2	10939	25.5351	25.8525	21.0441	20.6159	24.628	23.0718	cerebral-cortex	glial-cells	Medium	Enhanced
AFG3L2P1	347028	0.932085	0.737035	0.549852	0.735283	0.526879	0.962554	NA	NA	NA	NA
AFMID	125061	35.9915	32.8697	39.4787	36.4626	32.4986	27.0576	NA	NA	NA	NA
AFP	174	5.54921	6.19233	3.92934	4.16997	3.23952	3.09408	NA	NA	NA	NA
AFTPH	54812	8.07615	7.6049	7.99586	10.4223	8.17967	8.737	NA	NA	NA	NA
AGA	175	19.2883	22.9213	17.2087	15.8047	19.9485	21.599	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	6.14371	6.19175	5.19551	5.00983	6.23617	7.59878	NA	NA	NA	NA
AGAP2	116986	0.137266	0.423782	0.248372	0.475301	0.230095	0.157166	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	9.41509	9.67507	4.45954	4.25162	7.66014	7.86113	NA	NA	NA	NA
AGAP3	116988	60.5896	56.0079	67.1042	67.9313	74.5295	71.5236	cerebral-cortex	glial-cells	Medium	Approved
AGAP5	729092	0.120453	0.10887	0.192768	0.145092	0.211307	0.186802	NA	NA	NA	NA
AGBL2	79841	0.281477	0.965367	0.284157	0.189702	0.348676	0.438955	NA	NA	NA	NA
AGBL3	340351	0.375248	0.47237	0.347178	0.530868	0.307051	0.456665	NA	NA	NA	NA
AGBL5	60509	11.1654	12.3396	13.9188	15.7485	12.8672	10.0558	NA	NA	NA	NA
AGBL5-IT1	106481744	0.806869	1.52789	1.21427	1.81006	1.26997	1.84378	NA	NA	NA	NA
AGFG1	3267	38.9553	40.571	39.6192	39.5924	39.5713	41.9326	NA	NA	NA	NA
AGFG2	3268	6.87317	5.1587	5.67498	4.99971	5.27382	6.17244	NA	NA	NA	NA
AGGF1	55109	5.13991	5.18232	6.46956	6.94064	5.95676	5.19199	NA	NA	NA	NA
AGK	55750	12.552	17.1021	13.436	13.1493	14.659	12.1052	cerebral-cortex	glial-cells	Low	Supported
AGL	178	3.19603	2.60029	3.21535	4.33316	3.5895	3.51834	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.20189	0.356245	0.4001	0.357198	0.420465	0.374179	NA	NA	NA	NA
AGO1	26523	4.03961	3.90712	3.55802	2.99003	3.93006	4.14308	NA	NA	NA	NA
AGO2	27161	27.5231	23.5315	15.8035	17.7654	21.9457	23.5876	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	4.7297	6.89819	7.78393	5.8796	6.6209	6.87663	NA	NA	NA	NA
AGO4	192670	4.82734	5.02355	6.27483	3.84101	5.23928	4.37835	NA	NA	NA	NA
AGPAT2	10555	20.0142	19.6954	25.7045	27.3923	22.0444	19.6104	NA	NA	NA	NA
AGPAT3	56894	15.2231	15.5875	15.8481	15.0584	20.5027	16.4206	NA	NA	NA	NA
AGPAT4	56895	6.19774	5.38964	5.38141	6.38356	5.88849	6.30081	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	5.78955	6.54496	6.00056	5.79163	8.96966	8.82218	NA	NA	NA	NA
AGPS	8540	6.12705	5.95107	5.08417	5.29835	8.99675	7.68633	NA	NA	NA	NA
AGRN	375790	132.609	149.062	145.662	169.614	141.979	119.743	cerebral-cortex	glial-cells	Low	Approved
AGT	183	0.415807	0.435416	0.237261	0.189136	0.168973	0.306503	NA	NA	NA	NA
AGTPBP1	23287	3.16166	2.79048	3.3538	2.59131	3.93423	3.39339	NA	NA	NA	NA
AGTR1	185	11.4496	10.7816	12.2793	10.5557	14.0511	13.1837	NA	NA	NA	NA
AGTRAP	57085	14.4804	15.3369	16.4444	17.9187	14.769	14.3593	NA	NA	NA	NA
AHCTF1	25909	20.4715	19.3238	20.8235	20.8917	21.7487	23.8454	NA	NA	NA	NA
AHCTF1P1	285116	1.2197	1.09404	1.23149	1.11275	1.55451	1.23512	NA	NA	NA	NA
AHCY	191	95.1149	93.4349	97.3198	94.8171	81.5051	75.482	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	50.8283	45.3993	40.7489	41.1707	43.6487	38.2146	NA	NA	NA	NA
AHCYL2	23382	5.10816	5.06422	6.95675	6.44373	4.70573	5.83556	NA	NA	NA	NA
AHCYP4	129560	0.251666	0.462941	0.267444	0.193566	0.422705	0.201279	NA	NA	NA	NA
AHDC1	27245	5.14396	5.38066	6.62885	6.52226	5.84604	5.74975	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	10.8019	8.62273	9.02102	10.4511	11.443	11.8551	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	110.347	111.116	114.286	104.187	117.222	116.192	NA	NA	NA	NA
AHNAK2	113146	16.8716	17.2843	16.3729	17.4615	12.467	11.9827	NA	NA	NA	NA
AHR	196	53.3927	62.7567	28.8161	23.1766	41.2838	44.3119	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	13.3952	15.9054	10.1719	8.37673	11.3342	10.5468	NA	NA	NA	NA
AHSA1	10598	384.294	401.547	387.172	376.389	337.029	357.668	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	14.9819	13.6415	12.7976	13.4933	10.5135	12.3178	NA	NA	NA	NA
AIF1L	83543	0.770322	0.471095	3.91943	5.47014	0.318744	0.452012	NA	NA	NA	NA
AIFM1	9131	25.1265	24.5198	28.2015	27.808	23.1376	25.3503	NA	NA	NA	NA
AIFM2	84883	2.72016	3.54536	2.00697	1.7232	3.41451	3.5868	NA	NA	NA	NA
AIG1	51390	40.253	41.163	27.6647	26.0015	23.2242	23.4422	NA	NA	NA	NA
AIMP1	9255	36.6556	38.3947	38.8559	29.9516	36.0279	40.7292	cerebral-cortex	glial-cells	Medium	Supported
AIMP2	7965	23.5518	25.9548	19.0182	19.1423	22.636	20.86	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	32.4344	30.6045	27.3596	26.6421	31.9102	27.2709	cerebral-cortex	glial-cells	Medium	Approved
AIRE	326	0.0136576	0.0149779	0.0548476	0.0353723	0	0.0296922	NA	NA	NA	NA
AJUBA	84962	28.7951	33.9034	27.8736	29.34	35.0765	37.5191	NA	NA	NA	NA
AK1	203	104.208	98.5227	82.0554	75.4044	83.8016	86.1289	NA	NA	NA	NA
AK2	204	68.4709	73.8262	71.3939	63.3116	74.6413	69.6371	NA	NA	NA	NA
AK2P2	339736	0.412488	0.148779	0	0.176259	0.288595	1.25677	NA	NA	NA	NA
AK3	50808	38.0889	38.3152	41.7012	39.1849	25.3062	29.5567	NA	NA	NA	NA
AK3P2	100419074	0.738243	0.665688	0.440585	0.157725	0.129132	0.140587	NA	NA	NA	NA
AK3P3	100419075	0.181698	0.458754	0.574351	0.698755	0.635746	0.415199	NA	NA	NA	NA
AK3P5	100288319	1.05849	1.33615	4.19475	5.54028	3.70872	2.02191	NA	NA	NA	NA
AK4	205	4.97157	5.22146	11.1946	12.6845	8.07776	8.03419	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	2.76812	3.19066	7.98879	7.40541	4.80063	4.67529	NA	NA	NA	NA
AK5	26289	23.5171	22.32	8.19364	6.13089	22.8056	26.1643	NA	NA	NA	NA
AK8	158067	0.175695	0.113487	0.123447	0.140763	0.204116	0.0855991	NA	NA	NA	NA
AK9	221264	1.82174	1.99508	2.65706	3.08195	1.82198	1.51914	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	7.72594	7.08757	7.73048	7.57108	7.63686	7.68281	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	13.8844	13.9757	13.2481	17.725	14.2326	15.4226	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	5.12024	4.51604	4.6712	5.10956	5.97836	6.15682	NA	NA	NA	NA
AKAP12	9590	130.847	130.489	122.539	117.147	88.576	90.5321	NA	NA	NA	NA
AKAP13	11214	18.7258	17.5046	27.9309	29.7455	19.7404	23.0469	cerebral-cortex	glial-cells	Medium	Approved
AKAP17A	8227	13.6331	13.8978	19.1418	18.6303	16.0521	13.9363	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	0.141411	0.120023	0.584296	0.441079	0.2261	0.311069	NA	NA	NA	NA
AKAP5	9495	0.712175	0.696497	0.509605	0.650308	0.51615	0.774943	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	0.378336	0.357035	0.707422	0.970066	0.544125	1.12864	NA	NA	NA	NA
AKAP7	9465	1.13221	0.999541	0.991357	1.10508	0.726962	0.711622	NA	NA	NA	NA
AKAP8	10270	11.9154	11.0085	12.8356	13.9367	12.838	12.5649	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	54.1454	54.8889	60.8839	59.7047	51.8915	49.3252	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	2.43832	2.81609	5.72384	8.14362	6.56322	4.96882	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	41.2209	42.2996	42.4472	44.6038	27.3908	31.143	NA	NA	NA	NA
AKIRIN1	79647	124.061	117.679	123.105	122.415	95.6863	94.8069	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	20.3311	20.2188	18.3435	20.301	19.8149	20.1416	NA	NA	NA	NA
AKNA	80709	2.61235	3.65981	1.81964	1.78278	4.09958	5.26893	NA	NA	NA	NA
AKNAD1	254268	0.384529	0.228733	0.192265	0.18065	0.292438	0.349421	NA	NA	NA	NA
AKR1A1	10327	105.451	104.873	131.387	121.729	120.65	114.217	NA	NA	NA	NA
AKR1B1	231	55.1523	54.4045	40.9372	39.9169	55.4932	57.8848	NA	NA	NA	NA
AKR1B10	57016	0.694757	0.959279	1.11977	1.18803	1.13953	0.954826	NA	NA	NA	NA
AKR1B1P6	100129769	0.131845	0	0.0520002	0.0563372	0.0461333	0.0502132	NA	NA	NA	NA
AKR1B1P7	126242	0.562257	0.283918	0.221599	0.0961006	0.157392	0.0856542	NA	NA	NA	NA
AKR1C1	1645	0.306821	0.41231	0.0609688	0.136401	0.0895989	0.195044	NA	NA	NA	NA
AKR1E2	83592	0.716545	1.4953	1.5908	1.07434	0.267276	0.305743	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	27.2763	27.5162	27.7377	28.2181	28.0191	23.8137	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.235636	0.382436	0.185761	0.402875	0.61833	0.314134	NA	NA	NA	NA
AKR7A3	22977	0.0928905	0.160821	0.306889	0.166706	0.273042	0.169811	NA	NA	NA	NA
AKR7L	246181	0.395694	0.106177	0.222548	0.312764	0.218139	0.27519	NA	NA	NA	NA
AKT1	207	170.401	165.549	166.645	159.373	169.18	164.545	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	52.8185	54.2683	59.2399	56.5713	51.9163	48.2976	NA	NA	NA	NA
AKT2	208	94.1575	98.3043	90.0048	101.339	89.6129	94.6004	NA	NA	NA	NA
AKT3	10000	16.5258	18.6632	14.2622	12.4965	17.4671	16.9457	cerebral-cortex	glial-cells	High	Approved
AKTIP	64400	11.0833	11.519	17.6689	18.9018	10.0006	13.494	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	12.5028	12.5164	12.1317	11.6225	11.5197	14.75	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	19.1249	22.1246	26.4944	25.0615	22.0518	21.6234	cerebral-cortex	glial-cells	Medium	Enhanced
ALCAM	214	98.6012	90.8193	93.6653	96.6775	75.5008	82.3831	NA	NA	NA	NA
ALDH16A1	126133	7.20747	4.17702	12.1739	10.4598	6.96359	7.98312	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	84.3991	83.267	90.7797	94.2032	96.2552	96.0989	NA	NA	NA	NA
ALDH1A3	220	1.44605	1.07302	3.73768	3.03621	3.8786	4.11819	NA	NA	NA	NA
ALDH1B1	219	27.2402	28.0145	30.334	31.6078	34.113	32.2189	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L2	160428	21.2589	24.19	20.3288	20.105	21.9384	22.7683	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	18.8267	20.0758	20.2251	16.6449	33.2027	34.863	NA	NA	NA	NA
ALDH3A2	224	23.5576	25.1088	16.3058	14.01	17.4515	19.0952	NA	NA	NA	NA
ALDH3B1	221	2.44109	2.84266	1.07955	0.941814	1.85103	2.26272	NA	NA	NA	NA
ALDH4A1	8659	8.29597	8.0674	7.78315	8.26906	7.08582	5.93491	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	1.23918	1.77161	2.74732	1.97502	1.6347	2.01654	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	3.72243	4.29653	3.42727	2.66174	3.11723	2.82101	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	51.8337	49.7158	37.6605	37.0867	45.7623	40.4695	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	1.68377	2.34576	1.68919	1.96956	2.45253	2.35665	NA	NA	NA	NA
ALDH8A1	64577	0.409325	0.893363	0.76805	0.927756	0.682178	0.464503	NA	NA	NA	NA
ALDH9A1	223	37.9867	38.5666	36.9361	41.5289	49.9583	45.2992	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	1919.25	2045.7	2651.7	2489.21	2302.06	2097.22	NA	NA	NA	NA
ALDOAP1	391538	0.191814	0.172962	0.264434	0.491772	0.469832	0.328736	NA	NA	NA	NA
ALDOAP2	228	0.801053	0.589417	0.643671	0.61612	0.874541	0.732194	NA	NA	NA	NA
ALDOC	230	11.4457	13.6086	7.14409	9.2084	10.6633	9.01366	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	24.8573	23.4685	23.9184	23.9902	23.9695	21.8889	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	0.23058	0.730361	0.130525	0.482161	0.794832	0.195338	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	0.375401	0.145685	0.608358	0.199255	0.47629	0.337641	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	8.34877	8.10092	7.3182	7.94668	7.5682	7.77478	NA	NA	NA	NA
ALG12	79087	14.4259	14.1801	12.194	12.1053	10.3478	12.1662	NA	NA	NA	NA
ALG13	79868	26.6022	29.6286	28.9526	24.7621	32.0326	30.3352	cerebral-cortex	glial-cells	Low	Approved
ALG14	199857	10.3652	12.0454	7.79749	5.78747	6.47004	12.5442	NA	NA	NA	NA
ALG1L13P	106479038	0.131128	0.379852	0.511128	1.17951	0.476056	0.848696	NA	NA	NA	NA
ALG1L15P	730086	1.74952	0.920965	2.4626	2.00025	1.29051	1.83684	NA	NA	NA	NA
ALG1L6P	339879	0.261606	0.448756	0.36227	0.25813	0.322463	0.413394	NA	NA	NA	NA
ALG1L9P	285407	0	0.338796	0.815166	1.09135	0.605917	0.693239	NA	NA	NA	NA
ALG2	85365	31.6925	30.9306	32.7855	34.062	27.9103	26.2109	NA	NA	NA	NA
ALG3	10195	31.8748	28.4405	30.2839	31.6031	27.1273	28.0619	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	24.6132	27.772	25.1846	23.177	22.7507	24.2678	NA	NA	NA	NA
ALG6	29929	3.43386	2.44538	2.52879	2.77495	1.903	1.92765	NA	NA	NA	NA
ALG8	79053	42.9602	49.9311	60.1068	61.3034	47.2344	52.1843	cerebral-cortex	glial-cells	Low	Approved
ALKBH1	8846	8.76061	8.43432	10.0525	9.2044	7.23473	7.97198	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	8.45739	7.98844	5.44724	6.27531	9.4283	7.85265	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	15.6387	18.7536	21.3563	18.6307	24.9695	27.0276	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.502788	0.211014	0.115698	0.332802	0.732694	0.405616	NA	NA	NA	NA
ALKBH4	54784	6.20949	5.27231	5.4875	4.88564	5.58619	5.23198	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	26.3131	28.0912	32.4786	32.5967	30.1491	30.5194	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	21.5892	21.4461	22.9714	19.8469	24.7013	21.7833	NA	NA	NA	NA
ALKBH7	84266	23.2934	26.068	25.1598	23.0068	27.3793	26.1306	NA	NA	NA	NA
ALKBH8	91801	3.23194	3.40866	3.1554	2.81356	3.093	3.76263	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	3.49884	3.2067	5.71033	1.89944	5.32988	2.95615	NA	NA	NA	NA
ALOX12	239	0.262049	0.68288	0.449941	0.401424	0.263947	0.415363	NA	NA	NA	NA
ALOX5AP	241	0.40285	0.566682	0.905284	0.8779	0.676612	1.15069	cerebral-cortex	glial-cells	Low	Enhanced
ALPK1	80216	0.478198	0.782374	0.742459	1.22736	1.27315	1.0712	NA	NA	NA	NA
ALPK2	115701	36.668	35.4107	21.2239	21.4443	20.5439	23.1422	NA	NA	NA	NA
ALPK3	57538	0.391062	0.211876	1.62129	0.784051	0.255494	0.472266	NA	NA	NA	NA
ALPL	249	1.20601	1.42213	2.32414	2.84318	7.11746	6.58428	NA	NA	NA	NA
ALS2	57679	22.1258	20.7812	20.3282	17.2655	21.3751	20.7462	NA	NA	NA	NA
ALS2CL	259173	3.51612	2.91744	3.86229	4.45382	3.06629	2.79962	NA	NA	NA	NA
ALX1	8092	0.766232	0.634026	0.984291	1.15556	2.67335	2.42039	NA	NA	NA	NA
ALYREF	10189	134.746	148.939	136.685	121.995	147.915	139.76	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	7.01276	7.41067	5.34303	4.36878	9.47482	10.1904	NA	NA	NA	NA
AMBRA1	55626	7.08021	8.06661	7.8601	9.46489	8.24194	8.94656	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	55.7257	55.2698	47.1198	48.1192	50.5407	50.3771	NA	NA	NA	NA
AMDHD2	51005	9.57525	5.93548	16.6664	14.213	12.5867	9.58546	NA	NA	NA	NA
AMER1	139285	1.01132	1.10409	1.13703	1.06093	1.0667	0.851358	cerebral-cortex	glial-cells	High	Approved
AMFR	267	92.4135	89.9737	86.2788	88.2151	85.6243	77.4414	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	0.333245	0.543057	0.0445514	0.0696382	1.64939	0.795796	NA	NA	NA	NA
AMIGO1	57463	1.3329	1.1973	1.14055	1.08128	0.714851	1.22388	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	136.314	144.364	147.865	151.715	111.493	115.49	NA	NA	NA	NA
AMIGO3	386724	1.64726	1.68669	1.72556	1.75274	1.96497	1.99207	NA	NA	NA	NA
AMMECR1	9949	3.75241	3.62065	3.27853	3.36949	3.7814	3.36601	NA	NA	NA	NA
AMMECR1L	83607	11.3265	11.8338	12.9288	12.8359	11.6617	10.8861	NA	NA	NA	NA
AMN	81693	0.222887	0.433399	0.259329	0.548317	0.306956	0.165876	NA	NA	NA	NA
AMN1	196394	4.47563	3.0446	4.75294	3.67442	3.53653	3.79837	NA	NA	NA	NA
AMOT	154796	2.58795	1.83352	1.3943	1.30046	1.78774	1.55142	NA	NA	NA	NA
AMOTL1	154810	21.8154	22.7374	23.5271	21.1557	14.6346	15.3048	NA	NA	NA	NA
AMOTL2	51421	105.285	100.066	99.2628	94.1682	84.1195	78.9341	NA	NA	NA	NA
AMPD2	271	98.9586	106.149	116.886	110.746	102.121	88.2076	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	2.29454	2.60992	4.75553	4.36147	2.8078	3.58091	NA	NA	NA	NA
AMPH	273	2.06232	3.43354	0.696851	0.980066	0.512609	0.585504	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	1.90805	2.35752	2.31327	2.1543	4.00408	2.86564	cerebral-cortex	glial-cells	Low	Supported
AMTN	401138	0.150268	0.325079	0.237141	0.432432	0.420483	0.228837	NA	NA	NA	NA
AMY2B	280	0.532698	0.340177	1.1211	0.839623	0.56189	0.69856	NA	NA	NA	NA
AMZ1	155185	1.39565	1.34447	2.60522	3.44821	0.988887	1.11462	NA	NA	NA	NA
AMZ2P1	201283	4.43741	5.53998	5.33342	5.02401	7.36566	6.81117	NA	NA	NA	NA
ANAPC1	64682	5.04838	5.22908	7.07729	5.83391	6.11192	8.57887	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	14.9707	15.3524	14.0158	10.7151	13.7615	14.2453	NA	NA	NA	NA
ANAPC10P1	729198	1.18502	1.53872	1.5014	2.02546	1.24383	1.62474	NA	NA	NA	NA
ANAPC11	51529	79.1944	80.3705	86.5359	79.6639	79.1045	76.0952	NA	NA	NA	NA
ANAPC13	25847	74.1689	66.8246	65.0042	65.4361	60.2949	64.152	NA	NA	NA	NA
ANAPC15	25906	49.8729	53.5084	48.1967	45.7552	46.6616	45.6853	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	40.3341	40.8848	39.2467	41.1574	39.5493	38.9503	cerebral-cortex	glial-cells	Low	Approved
ANAPC2	29882	16.6051	15.2144	19.1796	16.9559	16.0163	13.8236	NA	NA	NA	NA
ANAPC4	29945	7.14993	8.00588	6.67237	5.50016	10.0898	8.08503	NA	NA	NA	NA
ANAPC5	51433	39.0286	40.6909	43.1591	42.1138	43.9591	48.4966	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	43.1642	41.5318	36.3662	37.4401	39.3609	37.5687	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	6.08287	5.71176	4.17454	4.75447	3.84538	4.86188	NA	NA	NA	NA
ANGEL1	23357	6.26864	6.29558	9.16248	9.11023	6.00588	5.98102	NA	NA	NA	NA
ANGEL2	90806	8.23354	7.00831	8.92776	5.93488	9.32825	8.83232	NA	NA	NA	NA
ANGPT1	284	6.51437	5.5926	1.79698	0.978148	8.69686	11.656	NA	NA	NA	NA
ANGPTL1	9068	0.0838793	0.21846	0	0.0344214	0.169135	0.287884	NA	NA	NA	NA
ANGPTL2	23452	2.60432	4.06877	1.8874	1.16317	3.62979	5.00783	NA	NA	NA	NA
ANGPTL4	51129	14.576	16.0882	47.4353	49.6842	12.1943	12.6003	NA	NA	NA	NA
ANGPTL6	83854	0.111312	0.0947403	0.187797	0.20333	0.196308	0.107232	NA	NA	NA	NA
ANK1	286	6.15588	7.20849	4.52243	3.09152	1.61218	1.2227	NA	NA	NA	NA
ANK2	287	5.91545	7.03108	10.3665	7.88428	6.5142	6.81437	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	11.2481	8.97924	21.1486	20.6925	12.8752	13.7953	NA	NA	NA	NA
ANKAR	150709	0.874276	1.23645	1.33414	1.39503	1.26571	0.727379	NA	NA	NA	NA
ANKDD1A	348094	1.30143	1.15893	1.00486	0.8842	1.2504	1.30521	NA	NA	NA	NA
ANKDD1B	728780	0.184151	0.217658	0.476454	0.133833	0.29937	0.151405	NA	NA	NA	NA
ANKEF1	63926	0.714288	0.652019	0.589673	0.82773	0.58255	0.502156	cerebral-cortex	glial-cells	Low	Approved
ANKFY1	51479	21.3348	21.0872	19.4765	19.9607	18.7931	19.926	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	76.4509	86.4944	37.838	39.1071	37.4756	30.7518	NA	NA	NA	NA
ANKHD1	54882	20.7252	17.5673	20.709	18.654	21.452	19.4016	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	2.96816	3.31575	4.15615	4.64778	5.02264	4.68244	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	28.8546	30.2311	30.4995	31.0555	35.0169	38.0479	NA	NA	NA	NA
ANKLE1	126549	0.37028	0.302962	0.455973	0.199368	0.482322	0.193618	NA	NA	NA	NA
ANKLE2	23141	108.793	104.761	119.435	111.094	92.0188	95.335	NA	NA	NA	NA
ANKMY1	51281	3.0501	3.11487	6.5998	5.68034	3.80197	5.26156	NA	NA	NA	NA
ANKMY2	57037	10.301	10.7093	11.3962	11.6235	8.10117	8.51755	NA	NA	NA	NA
ANKRA2	57763	26.2656	25.0196	28.4451	25.5782	26.0926	27.6132	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	496.095	496.678	621.586	715.859	345.956	351.502	NA	NA	NA	NA
ANKRD10	55608	53.0942	42.7545	72.053	44.2921	47.3855	47.2989	NA	NA	NA	NA
