SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AGPS	8540	8.65939	9.18086	8.81671	11.4148	NA	NA	NA	NA
AGRN	375790	84.8279	106.117	194.389	168.042	cerebral-cortex	glial-cells	Low	Approved
AGT	183	0.970767	1.19222	0.320183	0.240393	NA	NA	NA	NA
AGTPBP1	23287	4.62903	5.02514	3.73087	4.71248	NA	NA	NA	NA
AGTR1	185	8.63408	5.88707	2.9838	2.97581	NA	NA	NA	NA
AGTRAP	57085	12.4185	14.5689	13.4456	12.2186	NA	NA	NA	NA
AHCTF1	25909	21.708	20.6927	14.0482	17.7109	NA	NA	NA	NA
AHCTF1P1	285116	1.45217	1.46538	0.716684	1.00025	NA	NA	NA	NA
AHCY	191	57.2354	61.6496	68.148	58.0602	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	45.9903	41.162	43.8602	39.5042	NA	NA	NA	NA
AHCYL2	23382	5.23794	4.30632	6.8224	5.93112	NA	NA	NA	NA
AHCYP4	129560	0.413959	0.151148	0.233617	0.240548	NA	NA	NA	NA
AHDC1	27245	6.99504	6.45787	8.33016	9.39489	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	11.1236	7.35098	6.75449	10.1701	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	115.046	124.662	149.989	139.882	NA	NA	NA	NA
AHNAK2	113146	13.7343	13.312	23.3503	21.5288	NA	NA	NA	NA
AHR	196	27.3817	23.7877	37.3377	43.2363	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	9.20234	11.0649	6.11247	6.22175	NA	NA	NA	NA
AHSA1	10598	344.905	332.119	324.787	299.597	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	10.5301	11.5579	10.7991	13.0649	NA	NA	NA	NA
AIF1L	83543	1.26792	1.49645	0.976439	0.950724	NA	NA	NA	NA
AIFM1	9131	23.2844	20.0493	27.4628	22.4075	NA	NA	NA	NA
AIFM2	84883	5.05021	5.37981	6.81387	7.08091	NA	NA	NA	NA
AIG1	51390	43.7616	37.9353	41.7422	37.7809	NA	NA	NA	NA
AIMP1	9255	44.5409	36.5651	28.4177	36.3508	cerebral-cortex	glial-cells	Medium	Supported
AIMP2	7965	24.0226	25.5951	29.7247	26.3753	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	28.1657	30.6533	33.8412	31.2484	cerebral-cortex	glial-cells	Medium	Approved
AIRE	326	0.10484	0.0910432	0.0320482	0.102613	NA	NA	NA	NA
AJUBA	84962	35.3548	36.4637	43.8698	41.0644	NA	NA	NA	NA
AK1	203	71.4367	89.3508	100.496	80.4568	NA	NA	NA	NA
AK2	204	73.2463	71.8521	72.9243	63.6822	NA	NA	NA	NA
AK2P2	339736	0.150776	0	0	0.16423	NA	NA	NA	NA
AK3	50808	23.0938	22.6073	19.9662	19.5697	NA	NA	NA	NA
AK3P2	100419074	0	0	0	0	NA	NA	NA	NA
AK3P3	100419075	0.332095	0.291031	0.321243	0.144752	NA	NA	NA	NA
AK3P5	100288319	1.06477	1.37772	0.585854	0.844215	NA	NA	NA	NA
AK4	205	9.45538	7.92057	2.43999	2.9246	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	5.08109	6.00008	1.2767	1.7254	NA	NA	NA	NA
AK5	26289	16.7725	13.0625	11.291	6.77894	NA	NA	NA	NA
AK8	158067	0.0688457	0.117416	0.129596	0.116366	NA	NA	NA	NA
AK9	221264	1.81812	2.25784	2.10145	2.65193	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	7.49456	7.79927	13.2444	8.4437	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	17.4185	14.4281	14.2491	12.3492	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	5.38689	5.81718	3.92345	7.11456	NA	NA	NA	NA
AKAP12	9590	111.702	116.476	77.4762	110.374	NA	NA	NA	NA
AKAP13	11214	22.0028	27.0256	29.894	36.7776	cerebral-cortex	glial-cells	Medium	Approved
AKAP17A	8227	15.4577	16.741	15.451	16.3319	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	0.0935568	0.571878	0.172412	0.376449	NA	NA	NA	NA
AKAP5	9495	1.28998	1.24892	0.961179	1.1721	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	0.868535	3.03756	0.983545	1.10794	NA	NA	NA	NA
AKAP7	9465	2.1583	0.862981	0.865392	1.91348	NA	NA	NA	NA
AKAP8	10270	11.7221	14.4273	10.204	12.5003	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	55.7176	57.3921	66.9608	57.6627	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	3.42774	6.5146	2.6899	5.63095	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	43.5488	44.5701	75.6464	69.4516	NA	NA	NA	NA
AKIRIN1	79647	90.5456	86.867	93.6992	90.7241	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	20.5075	19.9453	22.6378	22.3968	NA	NA	NA	NA
AKNA	80709	4.35996	2.57943	4.86905	7.01661	NA	NA	NA	NA
AKNAD1	254268	0.335407	0.169229	0.154158	0.277893	NA	NA	NA	NA
AKR1A1	10327	115.567	108.384	148.787	123.743	NA	NA	NA	NA
AKR1B1	231	39.245	39.4849	36.4273	29.1206	NA	NA	NA	NA
AKR1B10	57016	0.476204	0.339423	1.14158	0.792498	NA	NA	NA	NA
AKR1B1P6	100129769	0.144579	0.316756	0.0582779	0.105012	NA	NA	NA	NA
AKR1B1P7	126242	0.0822081	0.0450263	0	0.5374	NA	NA	NA	NA
AKR1C1	1645	0.421242	0.34591	0.43561	0.618892	NA	NA	NA	NA
AKR1E2	83592	0.489033	0.372489	0.917703	0.477596	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	25.8072	28.6964	28.2969	24.7573	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.172248	0.188805	0.208413	0.609925	NA	NA	NA	NA
AKR7A3	22977	0.122235	0.200838	0.344921	0.0887883	NA	NA	NA	NA
AKR7L	246181	0.207008	0.151082	0.316608	0.238402	NA	NA	NA	NA
AKT1	207	148.969	170.699	197.343	164.097	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	39.1494	39.5051	40.1445	33.5674	NA	NA	NA	NA
AKT2	208	78.7778	83.7536	83.1723	87.9619	NA	NA	NA	NA
AKT3	10000	23.6862	23.6091	22.9644	27.1591	cerebral-cortex	glial-cells	High	Approved
AKTIP	64400	14.2066	15.011	15.7661	16.7589	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	8.63815	11.3055	16.4833	16.4808	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	19.8372	20.9766	22.6043	19.5003	cerebral-cortex	glial-cells	Medium	Enhanced
ALCAM	214	67.5708	62.6195	74.31	97.1074	NA	NA	NA	NA
ALDH16A1	126133	7.15866	10.4315	7.98842	5.97587	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	78.6297	81.4884	83.4043	63.2865	NA	NA	NA	NA
ALDH1A3	220	2.98828	9.46285	1.25432	1.13259	NA	NA	NA	NA
ALDH1B1	219	32.0707	32.343	23.3697	21.5462	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L2	160428	31.4112	29.8057	19.7878	25.3606	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	31.8816	36.1677	40.2593	32.2195	NA	NA	NA	NA
ALDH3A2	224	13.7182	16.0882	28.2625	19.6927	NA	NA	NA	NA
ALDH3B1	221	3.49174	4.25338	4.26634	4.09653	NA	NA	NA	NA
ALDH4A1	8659	7.59643	8.55467	11.4594	7.91863	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	2.49248	2.54909	2.75192	2.13885	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	2.7412	3.54465	3.61339	3.02543	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	46.3648	36.7311	44.4743	47.4307	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	2.16953	1.59272	2.37246	1.38308	NA	NA	NA	NA
ALDH8A1	64577	0.912288	0.340028	0.365841	0.14067	NA	NA	NA	NA
ALDH9A1	223	36.7801	34.5965	42.5148	37.5838	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	1995.04	2041.44	1473.51	1221.06	NA	NA	NA	NA
ALDOAP1	391538	0.280453	0.230408	0.296758	0.458343	NA	NA	NA	NA
ALDOAP2	228	0.527052	0.769782	0.722345	0.497673	NA	NA	NA	NA
ALDOC	230	11.9132	11.3158	9.67431	7.95446	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	22.8433	24.2934	27.9952	22.7247	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	0.497667	0.635811	0.803471	0.904311	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	0.331665	0.316816	0.404473	0.170159	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	8.35303	8.19722	6.76009	8.19532	NA	NA	NA	NA
ALG12	79087	10.33	11.6627	16.2171	12.4402	NA	NA	NA	NA
ALG13	79868	36.3269	30.5638	28.1728	32.55	cerebral-cortex	glial-cells	Low	Approved
ALG14	199857	6.89853	8.90108	12.1495	5.91195	NA	NA	NA	NA
ALG1L13P	106479038	0.787742	0.73292	0.146979	0.000276603	NA	NA	NA	NA
ALG1L15P	730086	1.45184	1.76082	1.69293	1.75123	NA	NA	NA	NA
ALG1L6P	339879	0.224284	0.311476	0.210208	0.315615	NA	NA	NA	NA
ALG1L9P	285407	0	0.752861	0.165941	0.7611	NA	NA	NA	NA
ALG2	85365	31.8088	28.6731	28.4979	27.1159	NA	NA	NA	NA
ALG3	10195	29.2456	29.3076	25.9205	25.1892	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	32.0579	25.7871	25.0694	28.0471	NA	NA	NA	NA
ALG6	29929	2.3154	2.95068	2.62319	3.47982	NA	NA	NA	NA
ALG8	79053	56.8627	32.505	36.0311	37.1457	cerebral-cortex	glial-cells	Low	Approved
ALKBH1	8846	9.30879	7.56062	7.33807	8.1139	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	6.00184	6.54289	8.04304	7.23428	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	14.6006	14.3597	30.099	24.3612	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.453231	0.311887	1.07605	0.302695	NA	NA	NA	NA
ALKBH4	54784	5.50951	6.6623	5.43545	5.78004	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	27.5564	27.3945	30.544	26.4139	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	15.8754	19.3199	18.7147	17.4125	NA	NA	NA	NA
ALKBH7	84266	27.36	28.4811	35.3432	29.4568	NA	NA	NA	NA
ALKBH8	91801	3.8459	3.94681	3.85147	3.59693	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	2.03321	10.9447	4.46488	6.63542	NA	NA	NA	NA
ALOX12	239	0.251021	0.558174	0.816606	0.557478	NA	NA	NA	NA
ALOX5AP	241	2.3855	1.64531	0.80131	1.01073	cerebral-cortex	glial-cells	Low	Enhanced
ALPK1	80216	1.44534	0.870213	2.0322	2.02696	NA	NA	NA	NA
ALPK2	115701	37.1786	41.1163	27.3935	36.4489	NA	NA	NA	NA
ALPK3	57538	0.582993	0.260279	0.903893	0.306303	NA	NA	NA	NA
ALPL	249	3.68098	3.58916	3.16142	3.53407	NA	NA	NA	NA
ALS2	57679	20.901	19.8323	18.5997	15.9763	NA	NA	NA	NA
ALS2CL	259173	3.57976	4.76634	3.26879	3.38615	NA	NA	NA	NA
ALX1	8092	0.51897	0.568469	0.657491	0.861632	NA	NA	NA	NA
ALYREF	10189	119.436	133.895	140.425	118.696	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	6.95647	6.98801	8.84827	9.28219	NA	NA	NA	NA
AMBRA1	55626	8.59367	7.23761	9.68323	6.59333	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	51.7701	39.4582	30.0486	32.9976	NA	NA	NA	NA
AMDHD2	51005	8.68315	12.9441	15.7054	11.7577	NA	NA	NA	NA
AMER1	139285	0.962846	1.05101	1.04648	1.01969	cerebral-cortex	glial-cells	High	Approved
AMFR	267	74.9214	72.9829	97.8154	89.3437	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	1.09872	2.6504	0.872295	1.09775	NA	NA	NA	NA
AMIGO1	57463	1.28808	1.66999	0.366831	0.335828	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	207.996	203.065	289.199	304.665	NA	NA	NA	NA
AMIGO3	386724	2.09057	2.21866	2.26025	2.10401	NA	NA	NA	NA
AMMECR1	9949	3.15333	3.48876	3.87149	5.17666	NA	NA	NA	NA
AMMECR1L	83607	12.1089	11.4759	12.927	11.4152	NA	NA	NA	NA
AMN	81693	0.0698206	1.08353	0.411317	0.210843	NA	NA	NA	NA
AMN1	196394	4.48902	5.19678	4.57866	5.84965	NA	NA	NA	NA
AMOT	154796	1.27183	1.7385	1.97078	1.38258	NA	NA	NA	NA
AMOTL1	154810	16.7489	19.516	28.5633	27.7302	NA	NA	NA	NA
AMOTL2	51421	101.11	122.567	112.183	103.527	NA	NA	NA	NA
AMPD2	271	80.384	97.4999	106.342	84.8682	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	1.90285	3.03013	1.50116	1.42332	NA	NA	NA	NA
AMPH	273	2.79367	3.10095	2.74377	4.08677	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	3.68067	3.96778	3.38895	5.58435	cerebral-cortex	glial-cells	Low	Supported
AMTN	401138	0.549078	0.421045	0	0	NA	NA	NA	NA
AMY2B	280	0.878202	1.06583	0.512395	0.426718	NA	NA	NA	NA
AMZ1	155185	3.83443	5.20104	2.83778	2.31155	NA	NA	NA	NA
AMZ2P1	201283	4.55925	4.60154	5.68638	6.03982	NA	NA	NA	NA
ANAPC1	64682	5.00278	6.77158	5.15268	5.61037	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	13.5394	13.4844	13.1776	13.4419	NA	NA	NA	NA
ANAPC10P1	729198	1.73263	2.75235	1.04751	1.32127	NA	NA	NA	NA
ANAPC11	51529	78.4222	85.2081	99.8711	80.3355	NA	NA	NA	NA
ANAPC13	25847	73.6775	72.885	49.9845	54.9169	NA	NA	NA	NA
ANAPC15	25906	53.995	55.041	55.7199	39.7357	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	46.3277	43.1368	47.3156	43.4933	cerebral-cortex	glial-cells	Low	Approved
ANAPC2	29882	11.9123	16.8472	15.7475	15.2154	NA	NA	NA	NA
ANAPC4	29945	8.08827	8.22047	6.44707	10.0101	NA	NA	NA	NA
ANAPC5	51433	39.667	41.0626	47.8716	42.4986	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	41.0604	40.5263	44.1759	38.1374	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	6.67048	4.88476	4.8861	3.37817	NA	NA	NA	NA
ANGEL1	23357	4.83117	6.36367	5.32672	4.73721	NA	NA	NA	NA
ANGEL2	90806	7.70588	9.39747	8.90164	11.0158	NA	NA	NA	NA
ANGPT1	284	2.34401	1.99085	0.95583	1.10112	NA	NA	NA	NA
ANGPTL1	9068	0.46049	0.145139	0.222306	0.688791	NA	NA	NA	NA
ANGPTL2	23452	3.01654	2.76943	0.952425	1.24392	NA	NA	NA	NA
ANGPTL4	51129	10.7736	14.2034	11.454	7.76427	NA	NA	NA	NA
ANGPTL6	83854	0.239365	0.234474	0	0.0954746	NA	NA	NA	NA
ANK1	286	7.13312	6.58749	2.7279	2.29824	NA	NA	NA	NA
ANK2	287	7.94635	12.7276	9.29383	11.8165	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	1.92033	3.365	9.52545	11.362	NA	NA	NA	NA
ANKAR	150709	1.36201	1.3938	0.798607	1.899	NA	NA	NA	NA
ANKDD1A	348094	1.30058	1.24447	0.871823	1.23257	NA	NA	NA	NA
ANKDD1B	728780	0.261412	0.34683	0.341708	0.481428	NA	NA	NA	NA
ANKEF1	63926	0.537459	0.388723	0.276231	0.229756	cerebral-cortex	glial-cells	Low	Approved
ANKFY1	51479	15.3547	19.7398	18.6387	17.1099	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	41.4443	47.7352	93.3557	86.152	NA	NA	NA	NA
ANKHD1	54882	17.9143	22.7451	16.9099	22.6762	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	4.81754	3.92581	5.1703	3.43737	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	48.4113	39.9356	39.1977	40.7787	NA	NA	NA	NA
ANKLE1	126549	0.202652	0.400026	0.542286	0.563065	NA	NA	NA	NA
ANKLE2	23141	114.373	140.469	143.924	129.527	NA	NA	NA	NA
ANKMY1	51281	3.2221	3.67272	5.60457	5.93845	NA	NA	NA	NA
ANKMY2	57037	11.8996	10.4882	11.9868	12.7818	NA	NA	NA	NA
ANKRA2	57763	32.5388	32.617	36.8669	37.1397	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	227.466	225.162	440.919	486.94	NA	NA	NA	NA
ANKRD10	55608	79.8984	87.4574	40.8317	82.2977	NA	NA	NA	NA
ANKRD10-IT1	100505494	4.80724	5.07947	3.32088	6.91895	NA	NA	NA	NA
ANKRD11	29123	37.5604	44.3521	54.9159	50.8918	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	3.65829	3.61542	4.00984	4.87745	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	63.3075	64.668	39.6023	37.7559	NA	NA	NA	NA
ANKRD13B	124930	2.63012	2.26351	4.92912	6.24694	NA	NA	NA	NA
ANKRD13C	81573	20.9863	14.6774	17.5863	18.0256	NA	NA	NA	NA
ANKRD13D	338692	19.0054	28.0023	34.0967	28.5288	NA	NA	NA	NA
ANKRD16	54522	1.72769	2.00305	2.095	2.45244	NA	NA	NA	NA
ANKRD17	26057	19.9504	20.7533	17.0497	21.7707	NA	NA	NA	NA
ANKRD18B	441459	0.315122	0.198229	1.06848	0.157412	NA	NA	NA	NA
ANKRD18EP	100131031	0.227614	0.277019	0.122341	0.372007	NA	NA	NA	NA
ANKRD19P	138649	0.152497	0.175158	0.144386	0.181011	NA	NA	NA	NA
ANKRD20A5P	440482	0.108543	0.327109	1.1016	1.31757	NA	NA	NA	NA
ANKRD23	200539	0.962139	1.45094	1.18709	2.31344	NA	NA	NA	NA
ANKRD24	170961	0.121624	0.140846	0.199482	0.187903	NA	NA	NA	NA
ANKRD26	22852	1.18031	1.66604	0.758634	1.96579	NA	NA	NA	NA
ANKRD26P1	124149	0.108333	0.172509	0.887297	1.66362	NA	NA	NA	NA
ANKRD27	84079	10.6625	11.4446	13.6635	10.3141	NA	NA	NA	NA
ANKRD28	23243	26.5182	20.1534	17.2855	24.2859	NA	NA	NA	NA
ANKRD29	147463	1.13286	0.620589	0.218183	0.400862	NA	NA	NA	NA
ANKRD33B	651746	0.247363	0.295606	0.270821	0.465558	NA	NA	NA	NA
ANKRD36	375248	0.784361	0.798875	0.559667	0.858871	NA	NA	NA	NA
ANKRD36B	57730	0.748689	1.24545	0.278511	0.454699	NA	NA	NA	NA
ANKRD36BP2	645784	0.206136	0.0967712	0	0.128339	NA	NA	NA	NA
ANKRD36C	400986	0.717695	1.58452	0.360119	0.719429	NA	NA	NA	NA
ANKRD37	353322	5.39597	5.54205	2.78137	2.41213	NA	NA	NA	NA
ANKRD39	51239	6.68911	5.89347	6.06475	5.3171	NA	NA	NA	NA
ANKRD40	91369	15.1887	15.0768	15.4877	14.3337	NA	NA	NA	NA
ANKRD42	338699	8.00606	8.27761	7.32547	8.10796	NA	NA	NA	NA
ANKRD44	91526	4.20859	6.6226	12.4088	11.2735	NA	NA	NA	NA
ANKRD45	339416	0.123465	0.189337	0.110673	0.0914345	NA	NA	NA	NA
ANKRD46	157567	10.8684	9.71093	10.177	10.2799	NA	NA	NA	NA
ANKRD49	54851	7.7776	8.53041	7.62372	8.28063	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	9.81653	9.61918	10.1017	12.9755	NA	NA	NA	NA
ANKRD52	283373	32.1801	39.1098	53.0576	42.5552	NA	NA	NA	NA
ANKRD54	129138	10.9597	15.8058	15.8793	11.3002	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	6.84469	6.13579	2.36694	2.65536	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	0.378472	0.414582	0.563317	0.697843	NA	NA	NA	NA
ANKRD9	122416	4.42612	4.56553	8.41632	7.33485	NA	NA	NA	NA
ANKS1A	23294	4.15867	4.5976	4.81104	3.97779	NA	NA	NA	NA
ANKS1B	56899	0.842681	1.13444	1.03945	1.61954	NA	NA	NA	NA
ANKS3	124401	9.21375	10.6495	12.9433	9.97716	NA	NA	NA	NA
ANKS6	203286	4.92468	6.70507	5.09251	5.09463	cerebral-cortex	glial-cells	Medium	Approved
ANKZF1	55139	19.3784	21.04	22.5788	19.3335	NA	NA	NA	NA
ANLN	54443	31.3433	28.2065	7.59617	11.6204	NA	NA	NA	NA
ANO1	55107	2.19789	3.25473	3.26495	3.4103	NA	NA	NA	NA
ANO1-AS1	100873981	0.479107	0	0.324795	0	NA	NA	NA	NA
ANO10	55129	53.8715	53.9585	53.8821	48.856	NA	NA	NA	NA
ANO2	57101	0.0262285	0.0191527	0.14195	0.346027	NA	NA	NA	NA
ANO4	121601	15.477	17.3147	11.475	13.5094	NA	NA	NA	NA
ANO6	196527	26.2245	24.0347	29.7569	30.2478	NA	NA	NA	NA
ANO7	50636	1.8608	1.14828	0.577161	0.319045	NA	NA	NA	NA
ANO8	57719	2.76187	3.65712	1.70317	1.68473	NA	NA	NA	NA
ANO9	338440	0.0232609	0.180912	0.125442	0.678624	NA	NA	NA	NA
ANP32A	8125	82.2504	66.6868	61.1917	65.1862	cerebral-cortex	glial-cells	Medium	Supported
ANP32AP1	723972	1.47913	1.96744	1.53318	1.61155	NA	NA	NA	NA
ANP32B	10541	55.2431	42.6244	48.2281	45.6426	cerebral-cortex	glial-cells	Medium	Supported
ANP32BP1	646791	1.43418	2.13666	0.768738	1.13081	NA	NA	NA	NA
ANP32C	23520	0.0610126	0.334186	0.221328	0.0664727	NA	NA	NA	NA
ANP32D	23519	0.788528	0.172802	0.381317	0.343551	NA	NA	NA	NA
ANPEP	290	14.3953	11.9743	6.39574	7.65637	NA	NA	NA	NA
ANTXR1	84168	47.6478	41.7984	59.4339	56.4639	NA	NA	NA	NA
ANTXR2	118429	46.0867	47.8644	102.367	92.8243	NA	NA	NA	NA
ANXA1	301	439.635	392.782	341.135	432.636	NA	NA	NA	NA
ANXA10	11199	0.809728	0.526175	0.26826	0.667777	NA	NA	NA	NA
ANXA11	311	181.827	203.05	209.42	167.465	cerebral-cortex	glial-cells	Low	Supported
ANXA2	302	2594.87	2415.74	2557.1	2246.37	NA	NA	NA	NA
ANXA2P1	303	1.52671	2.32277	2.41033	1.47855	NA	NA	NA	NA
ANXA2P2	304	46.6149	35.7238	34.9558	33.0517	NA	NA	NA	NA
ANXA2P3	305	3.73363	2.96307	3.54753	3.48674	NA	NA	NA	NA
ANXA2R	389289	0.468759	0.496886	0.310873	0.197706	NA	NA	NA	NA
ANXA3	306	13.8067	17.0164	35.4729	31.3273	NA	NA	NA	NA
ANXA4	307	63.0893	72.4375	97.4595	86.8627	NA	NA	NA	NA
ANXA5	308	1278.69	1163.79	1270.93	1105.26	cerebral-cortex	glial-cells	Low	Approved
ANXA6	309	510.781	564.572	603.173	536.201	NA	NA	NA	NA
ANXA7	310	108.706	105.344	133.197	113.946	cerebral-cortex	glial-cells	Low	Approved
ANXA9	8416	0.681047	0.372998	0.480445	0.535924	NA	NA	NA	NA
AOC2	314	0.699937	0.866722	0.787123	0.859183	NA	NA	NA	NA
AOC3	8639	0.223453	0.39509	0.184191	0.259874	NA	NA	NA	NA
AOX1	316	12.1868	10.5982	9.33657	8.13774	NA	NA	NA	NA
AP1AR	55435	9.14405	8.84943	6.699	13.0988	NA	NA	NA	NA
AP1B1	162	26.095	27.5793	29.944	22.7909	cerebral-cortex	glial-cells	Low	Approved
AP1G1	164	58.9526	53.4392	45.4121	44.2213	cerebral-cortex	glial-cells	Medium	Approved
AP1G2	8906	14.0867	27.1112	24.9249	25.9467	NA	NA	NA	NA
AP1M1	8907	40.0414	49.2829	50.4608	48.064	NA	NA	NA	NA
AP1M2	10053	0.465561	0.982315	0.465847	0.817268	NA	NA	NA	NA
AP1S1	1174	82.7186	83.94	90.1003	78.8008	NA	NA	NA	NA
AP1S2	8905	17.6805	15.4015	11.4597	17.8801	NA	NA	NA	NA
AP1S3	130340	2.63234	3.08269	6.40649	5.61853	NA	NA	NA	NA
AP2A1	160	56.2493	60.7861	68.7851	62.1504	cerebral-cortex	glial-cells	Low	Approved
AP2A2	161	95.6071	99.207	106.091	97.6875	cerebral-cortex	glial-cells	Medium	Supported
AP2B1	163	128.543	122.893	174.396	145.274	cerebral-cortex	glial-cells	Medium	Approved
AP2M1	1173	581.911	564.185	645.496	522.752	NA	NA	NA	NA
AP2S1	1175	380.632	371.907	422.981	356.729	NA	NA	NA	NA
AP3B1	8546	33.504	29.4765	26.1994	26.1742	cerebral-cortex	glial-cells	Low	Approved
AP3B2	8120	0.182215	0.146874	0.273377	0.266918	NA	NA	NA	NA
AP3D1	8943	68.8679	73.811	73.6393	66.063	NA	NA	NA	NA
AP3M1	26985	28.2152	25.7705	18.9636	20.5754	NA	NA	NA	NA
AP3M2	10947	22.1798	20.6072	17.3124	19.5814	NA	NA	NA	NA
AP3S1	1176	125.684	102.347	106.989	140.193	NA	NA	NA	NA
AP3S2	10239	25.5606	24.4857	21.2122	15.9763	NA	NA	NA	NA
AP4B1	10717	12.5076	13.851	18.2867	16.9533	cerebral-cortex	glial-cells	Low	Approved
AP4B1-AS1	100287722	0.366201	0.481161	0.233447	0.336767	NA	NA	NA	NA
AP4E1	23431	3.16023	3.08176	2.72074	3.46495	NA	NA	NA	NA
AP4M1	9179	16.1863	17.2486	14.8026	13.7553	NA	NA	NA	NA
AP4S1	11154	3.84068	3.30308	4.40697	3.86964	cerebral-cortex	glial-cells	Medium	Approved
AP5B1	91056	1.63505	2.05767	2.76143	2.28988	NA	NA	NA	NA
AP5M1	55745	33.1666	24.5302	18.9839	25.5237	cerebral-cortex	glial-cells	Low	Approved
AP5S1	55317	6.48751	6.89882	7.17906	7.20426	NA	NA	NA	NA
AP5Z1	9907	22.2875	29.5092	32.2951	28.7178	cerebral-cortex	glial-cells	Medium	Supported
APAF1	317	7.40533	7.26821	7.369	7.76411	cerebral-cortex	glial-cells	Low	Enhanced
APBA1	320	0.417427	0.595448	0.504829	0.465408	NA	NA	NA	NA
APBA2	321	9.15747	10.4424	15.5249	12.7979	NA	NA	NA	NA
APBA3	9546	12.6082	15.7396	16.6482	14.1386	cerebral-cortex	glial-cells	Low	Approved
APBB1	322	14.8232	16.7694	19.9106	18.7323	cerebral-cortex	glial-cells	Low	Approved
APBB1IP	54518	0.619066	0.445459	0.520758	0.469182	NA	NA	NA	NA
APBB2	323	47.8899	51.2016	61.4681	54.4062	cerebral-cortex	glial-cells	Medium	Approved
APBB3	10307	9.96074	10.4216	12.9368	15.9133	NA	NA	NA	NA
APC	324	5.31455	6.46442	4.22032	8.35983	NA	NA	NA	NA
