SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
ABCA10	10349	1.14214	1.55291	NA	NA	NA	NA
ABCA13	154664	0.116866	0.160025	NA	NA	NA	NA
ABCA17P	650655	0.193749	0.0679198	NA	NA	NA	NA
ABCA2	20	13.7123	12.4438	cerebral-cortex	glial-cells	Medium	Approved
ABCA3	21	8.71909	7.13962	NA	NA	NA	NA
ABCA4	24	0.0473412	0.254405	NA	NA	NA	NA
ABCA5	23461	25.0943	20.0661	cerebral-cortex	glial-cells	Low	Approved
ABCA6	23460	0.164504	1.55778	NA	NA	NA	NA
ABCA7	10347	7.44106	6.81554	NA	NA	NA	NA
ABCA8	10351	1.28056	4.84143	NA	NA	NA	NA
ABCA9	10350	0.432344	1.85277	NA	NA	NA	NA
ABCB1	5243	2.34668	1.34952	NA	NA	NA	NA
ABCB10	23456	7.69944	8.70404	NA	NA	NA	NA
ABCB4	5244	0.426031	1.78891	NA	NA	NA	NA
ABCB6	10058	10.9614	16.5118	NA	NA	NA	NA
ABCB7	22	14.2057	12.6396	NA	NA	NA	NA
ABCB8	11194	12.9418	15.7042	cerebral-cortex	glial-cells	Low	Approved
ABCB9	23457	3.01792	2.59246	cerebral-cortex	glial-cells	Medium	Approved
ABCC1	4363	8.21545	7.04491	NA	NA	NA	NA
ABCC10	89845	11.1252	9.0127	cerebral-cortex	glial-cells	Low	Approved
ABCC11	85320	0.0481652	0.102119	cerebral-cortex	glial-cells	Low	Approved
ABCC2	1244	0.244529	0.256951	NA	NA	NA	NA
ABCC3	8714	0.128802	0.21768	NA	NA	NA	NA
ABCC4	10257	3.06205	3.46858	NA	NA	NA	NA
ABCC5	10057	17.6904	17.3387	NA	NA	NA	NA
ABCC6	368	0.551205	0.825085	NA	NA	NA	NA
ABCC6P1	653190	0.448301	0.306964	NA	NA	NA	NA
ABCC6P2	730013	0.279971	0.0876302	NA	NA	NA	NA
ABCC8	6833	0.820369	0.89132	NA	NA	NA	NA
ABCC9	10060	6.43351	1.81082	NA	NA	NA	NA
ABCD1	215	0.180466	0.562263	NA	NA	NA	NA
ABCD2	225	0.199053	0.0900182	NA	NA	NA	NA
ABCD3	5825	27.3149	26.9409	cerebral-cortex	glial-cells	High	Enhanced
ABCD4	5826	55.7693	51.6185	NA	NA	NA	NA
ABCE1	6059	38.3801	37.7221	cerebral-cortex	glial-cells	Medium	Approved
ABCF2	10061	30.2704	24.8775	cerebral-cortex	glial-cells	Low	Approved
ABCF3	55324	22.6404	25.9182	cerebral-cortex	glial-cells	High	Approved
ABCG1	9619	5.73145	3.22671	NA	NA	NA	NA
ABCG4	64137	0.416517	0.746514	NA	NA	NA	NA
ABHD1	84696	0	0	NA	NA	NA	NA
ABHD10	55347	44.1313	30.4581	cerebral-cortex	glial-cells	Low	Supported
ABHD11	83451	0.308808	0.200415	cerebral-cortex	glial-cells	Low	Approved
ABHD12	26090	27.6237	20.4855	NA	NA	NA	NA
ABHD12B	145447	0.159673	0.0920193	NA	NA	NA	NA
ABHD13	84945	6.02613	5.73893	cerebral-cortex	glial-cells	Medium	Approved
ABHD14A	25864	9.97438	10.5337	cerebral-cortex	glial-cells	Medium	Approved
ABHD14A-ACY1	100526760	0.137428	0.510646	NA	NA	NA	NA
ABHD14B	84836	2.54974	5.97674	cerebral-cortex	glial-cells	Low	Supported
ABHD15	116236	2.73613	3.31166	cerebral-cortex	glial-cells	Low	Approved
ABHD16B	140701	2.68696	2.19677	NA	NA	NA	NA
ABHD17A	81926	23.4639	24.4903	NA	NA	NA	NA
ABHD17AP3	648359	0.0514018	0	NA	NA	NA	NA
ABHD17AP6	644988	0.114159	0.268386	NA	NA	NA	NA
ABHD17B	51104	24.8011	18.5338	NA	NA	NA	NA
ABHD17C	58489	25.6929	24.4447	NA	NA	NA	NA
ABHD2	11057	8.4256	7.09754	cerebral-cortex	glial-cells	Low	Approved
ABHD3	171586	9.31702	12.6059	cerebral-cortex	glial-cells	Low	Approved
ABHD4	63874	8.8439	12.9537	NA	NA	NA	NA
ABHD5	51099	5.7801	6.64955	NA	NA	NA	NA
ABHD6	57406	2.38109	2.92941	NA	NA	NA	NA
ABHD8	79575	4.40379	5.68688	NA	NA	NA	NA
ABI1	10006	15.3109	18.2851	NA	NA	NA	NA
ABI2	10152	79.6353	70.1852	NA	NA	NA	NA
ABI3BP	25890	0.220554	1.15772	NA	NA	NA	NA
ABL1	25	39.9621	41.0357	cerebral-cortex	glial-cells	Low	Supported
ABL2	27	7.24023	5.38468	NA	NA	NA	NA
ABLIM1	3983	56.957	32.5515	cerebral-cortex	glial-cells	Low	Approved
ABLIM2	84448	4.8531	3.04423	NA	NA	NA	NA
ABLIM3	22885	0.0606095	0.219159	cerebral-cortex	glial-cells	Medium	Approved
ABR	29	23.4282	23.0214	cerebral-cortex	glial-cells	Low	Enhanced
ABRACL	58527	57.8174	52.0813	NA	NA	NA	NA
ABT1	29777	0.257505	0.198377	NA	NA	NA	NA
ABTB1	80325	1.71559	3.6668	NA	NA	NA	NA
ABTB2	25841	15.2489	32.5048	cerebral-cortex	glial-cells	High	Approved
ACAA1	30	21.893	26.5909	NA	NA	NA	NA
ACAA2	10449	52.7852	50.1889	NA	NA	NA	NA
ACACA	31	34.8617	30.7171	NA	NA	NA	NA
ACACB	32	4.09702	2.08491	NA	NA	NA	NA
ACAD10	80724	15.6217	14.9209	NA	NA	NA	NA
ACAD11	84129	8.61353	7.82814	NA	NA	NA	NA
ACAD8	27034	19.9373	18.0234	cerebral-cortex	glial-cells	Medium	Enhanced
ACAD9	28976	23.4978	23.3342	cerebral-cortex	glial-cells	Medium	Supported
ACADL	33	0.159525	0.0386647	NA	NA	NA	NA
ACADM	34	58.187	51.8231	cerebral-cortex	glial-cells	Low	Enhanced
ACADS	35	1.37585	2.02848	cerebral-cortex	glial-cells	Low	Enhanced
ACADSB	36	6.49611	4.56119	NA	NA	NA	NA
ACADVL	37	91.6616	110.758	cerebral-cortex	glial-cells	Low	Enhanced
ACAN	176	0.401262	0.134403	NA	NA	NA	NA
ACAP1	9744	1.5214	1.57664	cerebral-cortex	glial-cells	Medium	Approved
ACAP2	23527	13.5366	15.0931	cerebral-cortex	glial-cells	Medium	Supported
ACAP2-IT1	100874306	0.787887	0.832133	NA	NA	NA	NA
ACAP3	116983	45.5431	45.5139	NA	NA	NA	NA
ACAT1	38	24.8295	30.3206	cerebral-cortex	glial-cells	Low	Enhanced
ACAT2	39	177.687	100.625	cerebral-cortex	glial-cells	Medium	Enhanced
ACBD3	64746	11.0748	16.6353	NA	NA	NA	NA
ACBD4	79777	0.803577	1.34998	NA	NA	NA	NA
ACBD5	91452	9.54985	9.44968	cerebral-cortex	glial-cells	Medium	Enhanced
ACBD6	84320	30.6409	35.3731	cerebral-cortex	glial-cells	Low	Approved
ACBD7	414149	12.101	5.73297	NA	NA	NA	NA
ACCS	84680	0.133876	0.0460563	cerebral-cortex	glial-cells	Medium	Approved
ACD	65057	17.8041	17.8197	NA	NA	NA	NA
ACE2	59272	0.206902	0.074011	NA	NA	NA	NA
ACER2	340485	3.66903	2.14737	NA	NA	NA	NA
ACER3	55331	4.33602	3.38926	NA	NA	NA	NA
ACHE	43	0.791763	1.87991	NA	NA	NA	NA
ACIN1	22985	161.665	110.315	cerebral-cortex	glial-cells	High	Supported
ACKR2	1238	0.193743	0.133773	NA	NA	NA	NA
ACKR3	57007	26.1184	12.8453	NA	NA	NA	NA
ACLY	47	1.49489	2.38113	cerebral-cortex	glial-cells	Low	Enhanced
ACMSD	130013	0.396732	0.320686	NA	NA	NA	NA
ACO1	48	17.0349	20.2189	cerebral-cortex	glial-cells	Low	Enhanced
ACO2	50	30.9316	33.2916	cerebral-cortex	glial-cells	High	Enhanced
ACOT1	641371	0.190841	0.389202	NA	NA	NA	NA
ACOT11	26027	0.136362	0.635371	NA	NA	NA	NA
ACOT12	134526	0	0.0480343	NA	NA	NA	NA
ACOT13	55856	18.0457	17.417	NA	NA	NA	NA
ACOT2	10965	0.497594	2.96636	NA	NA	NA	NA
ACOT4	122970	0.0222499	0.104755	cerebral-cortex	glial-cells	High	Enhanced
ACOT7	11332	46.6128	48.0271	cerebral-cortex	glial-cells	Low	Enhanced
ACOT8	10005	8.10952	7.47398	NA	NA	NA	NA
ACOT9	23597	9.29875	13.9678	cerebral-cortex	glial-cells	Low	Supported
ACOX1	51	7.97692	9.3216	cerebral-cortex	glial-cells	Low	Approved
ACOX2	8309	0.29895	1.513	NA	NA	NA	NA
ACOX3	8310	5.66187	5.99351	NA	NA	NA	NA
ACP1	52	119.365	101.097	cerebral-cortex	glial-cells	Low	Approved
ACP2	53	22.5669	19.5498	NA	NA	NA	NA
ACP5	54	0.0362718	0.156114	NA	NA	NA	NA
ACP6	51205	0.184586	1.20023	NA	NA	NA	NA
ACRBP	84519	0.573965	1.25357	NA	NA	NA	NA
ACRV1	56	0.435979	0.772443	NA	NA	NA	NA
ACSBG1	23205	3.65421	2.73822	cerebral-cortex	glial-cells	High	Approved
ACSBG2	81616	0.532774	0.467299	NA	NA	NA	NA
ACSF2	80221	12.5666	16.1132	NA	NA	NA	NA
ACSF3	197322	7.76719	6.23909	NA	NA	NA	NA
ACSL1	2180	5.05852	7.52444	NA	NA	NA	NA
ACSL3	2181	45.7343	60.3386	cerebral-cortex	glial-cells	Low	Approved
ACSL4	2182	9.88829	9.87905	NA	NA	NA	NA
ACSL5	51703	0.0915186	0.0640604	NA	NA	NA	NA
ACSL6	23305	0.412274	0.365073	cerebral-cortex	glial-cells	Medium	Enhanced
ACSM3	6296	1.20775	1.09763	NA	NA	NA	NA
ACSS1	84532	9.47413	8.26487	NA	NA	NA	NA
ACSS2	55902	23.887	22.1084	cerebral-cortex	glial-cells	Low	Approved
ACSS3	79611	0.479897	1.8181	NA	NA	NA	NA
ACTA1	58	0.281328	0.210525	NA	NA	NA	NA
ACTA2	59	27.0849	105.084	NA	NA	NA	NA
ACTA2-AS1	100132116	0.275231	0.631106	NA	NA	NA	NA
ACTB	60	1657.61	1777.37	NA	NA	NA	NA
ACTBP2	62	2.40045	2.74849	NA	NA	NA	NA
ACTC1	70	0.535826	0.195981	NA	NA	NA	NA
ACTG1	71	70.3116	159.782	cerebral-cortex	glial-cells	Low	Approved
ACTG1P1	73	0.466622	0.682665	NA	NA	NA	NA
ACTG1P3	75	0.210793	0.247824	NA	NA	NA	NA
ACTG2	72	10.6729	42.5883	NA	NA	NA	NA
ACTL10	170487	0.0263208	0.22302	NA	NA	NA	NA
ACTL6A	86	99.7897	77.7801	cerebral-cortex	glial-cells	High	Supported
ACTL6B	51412	2.44556	0.979682	NA	NA	NA	NA
ACTN1	87	35.4144	38.4503	cerebral-cortex	glial-cells	Low	Approved
ACTN1-AS1	161159	0.175572	0	NA	NA	NA	NA
ACTN2	88	0.403254	1.15229	NA	NA	NA	NA
ACTN4	81	140.109	100.484	cerebral-cortex	glial-cells	Low	Supported
ACTN4P1	344978	0.192395	0	NA	NA	NA	NA
ACTR10	55860	35.983	50.3265	NA	NA	NA	NA
ACTR1A	10121	81.3543	81.4564	NA	NA	NA	NA
ACTR1B	10120	30.1553	25.1824	NA	NA	NA	NA
ACTR2	10097	125.387	136.23	cerebral-cortex	glial-cells	Low	Approved
ACTR3	10096	119.483	118.143	cerebral-cortex	glial-cells	Low	Approved
ACTR3B	57180	8.31133	7.37336	NA	NA	NA	NA
ACTR3C	653857	0.100968	0	NA	NA	NA	NA
ACTR5	79913	7.20661	6.27383	NA	NA	NA	NA
ACTR6	64431	19.701	20.7155	NA	NA	NA	NA
ACTR8	93973	19.6098	22.9911	NA	NA	NA	NA
ACTRT3	84517	0.159933	0.30114	NA	NA	NA	NA
ACVR1	90	3.74149	10.168	cerebral-cortex	glial-cells	Low	Approved
ACVR1B	91	15.1333	13.1094	NA	NA	NA	NA
ACVR2A	92	30.1645	16.5333	cerebral-cortex	glial-cells	Low	Approved
ACVR2B	93	25.1619	13.8453	NA	NA	NA	NA
ACVR2B-AS1	100128640	2.17981	1.17296	NA	NA	NA	NA
ACVRL1	94	0.110166	0.583319	NA	NA	NA	NA
ACY1	95	8.56334	8.73256	NA	NA	NA	NA
ACYP1	97	20.8317	20.0135	cerebral-cortex	glial-cells	Low	Approved
ACYP2	98	10.8556	12.687	NA	NA	NA	NA
ADA	100	11.9164	18.6865	NA	NA	NA	NA
ADAL	161823	7.17375	7.37994	NA	NA	NA	NA
ADAM10	102	40.2879	33.8158	NA	NA	NA	NA
ADAM11	4185	0.550197	1.04082	cerebral-cortex	glial-cells	Medium	Enhanced
ADAM12	8038	1.45531	4.96423	NA	NA	NA	NA
ADAM15	8751	11.1337	15.8615	NA	NA	NA	NA
ADAM17	6868	22.7239	22.0382	cerebral-cortex	glial-cells	Low	Approved
ADAM19	8728	5.08224	16.8019	NA	NA	NA	NA
ADAM1A	8759	4.86757	5.18119	NA	NA	NA	NA
ADAM1B	100420505	0.534593	0.352306	NA	NA	NA	NA
ADAM20P1	317760	0.356338	0.165628	NA	NA	NA	NA
ADAM21	8747	0.109027	0.225862	NA	NA	NA	NA
ADAM22	53616	5.36158	5.67583	NA	NA	NA	NA
ADAM23	8745	9.62375	10.8031	cerebral-cortex	glial-cells	Low	Approved
ADAM28	10863	0.0295572	0.111927	NA	NA	NA	NA
ADAM32	203102	0.338986	0.36663	NA	NA	NA	NA
ADAM33	80332	0.598743	3.37799	NA	NA	NA	NA
ADAM8	101	0.993717	1.18397	NA	NA	NA	NA
ADAM9	8754	22.532	29.6884	NA	NA	NA	NA
ADAMTS1	9510	2.60888	1.78855	NA	NA	NA	NA
ADAMTS10	81794	0.0213026	0	NA	NA	NA	NA
ADAMTS12	81792	10.896	7.26561	NA	NA	NA	NA
ADAMTS13	11093	0.556695	0.401871	NA	NA	NA	NA
ADAMTS14	140766	0.418072	4.92997	NA	NA	NA	NA
ADAMTS15	170689	3.54269	10.0543	NA	NA	NA	NA
ADAMTS16	170690	0.54883	2.0053	NA	NA	NA	NA
ADAMTS17	170691	0.364942	0.339135	NA	NA	NA	NA
ADAMTS19	171019	0.705613	0.453487	NA	NA	NA	NA
ADAMTS2	9509	1.62832	1.86174	NA	NA	NA	NA
ADAMTS20	80070	1.03804	0.393911	NA	NA	NA	NA
ADAMTS3	9508	1.65044	3.15819	NA	NA	NA	NA
ADAMTS4	9507	0.188432	2.04925	NA	NA	NA	NA
ADAMTS5	11096	0.336534	0.496104	NA	NA	NA	NA
ADAMTS6	11174	1.61104	2.14474	NA	NA	NA	NA
ADAMTS7	11173	24.0524	25.9507	NA	NA	NA	NA
ADAMTS7P4	642935	0.1788	0.207271	NA	NA	NA	NA
ADAMTS8	11095	0.539799	1.59779	NA	NA	NA	NA
ADAMTS9	56999	4.99068	15.5838	NA	NA	NA	NA
ADAMTS9-AS2	100507098	0	0.041404	NA	NA	NA	NA
ADAMTSL1	92949	0.827506	1.0656	NA	NA	NA	NA
ADAMTSL4	54507	0.661267	0.45159	cerebral-cortex	glial-cells	Medium	Approved
ADAMTSL4-AS1	574406	0.166539	0.156001	NA	NA	NA	NA
ADAMTSL5	339366	0.290212	0.399073	NA	NA	NA	NA
ADAP1	11033	2.05523	1.51617	NA	NA	NA	NA
ADAP2	55803	0.261176	0.115933	NA	NA	NA	NA
ADAR	103	70.1565	60.3143	cerebral-cortex	glial-cells	Medium	Enhanced
ADARB1	104	3.53297	3.09384	NA	NA	NA	NA
ADARB2	105	1.58196	0.658942	NA	NA	NA	NA
ADAT1	23536	32.7427	31.6628	NA	NA	NA	NA
ADAT2	134637	2.99804	3.33616	NA	NA	NA	NA
ADAT3	113179	4.57106	3.39329	NA	NA	NA	NA
ADCK1	57143	3.1476	4.61264	NA	NA	NA	NA
ADCK2	90956	2.81598	3.70995	cerebral-cortex	glial-cells	Medium	Approved
ADCK5	203054	0.0825265	0.181284	cerebral-cortex	glial-cells	Medium	Approved
ADCY1	107	3.37787	3.76979	NA	NA	NA	NA
ADCY10P1	221442	0.614867	1.90963	NA	NA	NA	NA
ADCY2	108	0.626697	0.935183	cerebral-cortex	glial-cells	Low	Approved
ADCY3	109	6.47169	14.0266	cerebral-cortex	glial-cells	Low	Approved
ADCY4	196883	0.149008	0.939361	NA	NA	NA	NA
ADCY5	111	2.38344	1.79877	NA	NA	NA	NA
ADCY6	112	28.1678	33.2925	cerebral-cortex	glial-cells	Low	Approved
ADCY7	113	1.95475	1.0549	NA	NA	NA	NA
ADCY8	114	0.0762702	0.0727488	NA	NA	NA	NA
ADCY9	115	1.74959	2.78787	cerebral-cortex	glial-cells	Medium	Approved
ADCYAP1	116	0.0917305	0.158733	NA	NA	NA	NA
ADCYAP1R1	117	11.0515	10.5493	NA	NA	NA	NA
ADD1	118	105.826	112.082	cerebral-cortex	glial-cells	Low	Enhanced
ADD3	120	49.1946	80.9307	cerebral-cortex	glial-cells	Medium	Supported
ADH1A	124	0.455286	0.330842	NA	NA	NA	NA
ADH4	127	0.257605	0	NA	NA	NA	NA
ADH5	128	160.147	125.438	NA	NA	NA	NA
ADH5P4	642443	6.6603	4.7605	NA	NA	NA	NA
ADH6	130	0.669969	0.426597	NA	NA	NA	NA
ADHFE1	137872	1.5111	1.45343	NA	NA	NA	NA
ADI1	55256	28.3275	26.4016	cerebral-cortex	glial-cells	Medium	Approved
ADIPOR1	51094	20.4392	25.1035	NA	NA	NA	NA
ADIPOR2	79602	31.5979	30.1697	NA	NA	NA	NA
ADIRF-AS1	100133190	0.0479888	0.105585	NA	NA	NA	NA
ADK	132	26.3418	24.6662	NA	NA	NA	NA
ADM	133	26.8609	18.0417	NA	NA	NA	NA
ADM2	79924	0.990956	2.23897	NA	NA	NA	NA
ADM5	199800	3.25156	2.81505	NA	NA	NA	NA
ADNP	23394	68.6771	49.2841	cerebral-cortex	glial-cells	High	Supported
ADNP2	22850	19.3014	10.4405	NA	NA	NA	NA
ADO	84890	32.7032	22.7824	NA	NA	NA	NA
ADORA1	134	1.90876	3.45108	NA	NA	NA	NA
ADORA2A	135	2.84959	2.68668	NA	NA	NA	NA
ADORA2A-AS1	646023	0.650971	0.588561	NA	NA	NA	NA
ADORA2B	136	1.05893	4.69932	NA	NA	NA	NA
ADPGK	83440	17.325	25.0259	NA	NA	NA	NA
ADPRH	141	0.112316	0.351948	cerebral-cortex	glial-cells	Low	Approved
ADPRHL1	113622	1.8668	2.06418	NA	NA	NA	NA
ADPRHL2	54936	19.7355	22.4326	cerebral-cortex	glial-cells	Low	Approved
ADPRM	56985	4.67286	5.32707	NA	NA	NA	NA
ADRA1A	148	0.185695	0.0668584	cerebral-cortex	glial-cells	Medium	Approved
ADRA1B	147	0.187735	0.176712	NA	NA	NA	NA
ADRA1D	146	0.310689	0.384016	NA	NA	NA	NA
ADRA2A	150	0.41939	0.407394	NA	NA	NA	NA
ADRA2C	152	1.17341	1.1518	NA	NA	NA	NA
ADRB2	154	0.261337	0.221438	NA	NA	NA	NA
ADRM1	11047	55.5715	68.3776	cerebral-cortex	glial-cells	Medium	Supported
ADSL	158	42.1988	38.5639	cerebral-cortex	glial-cells	Medium	Enhanced
AEBP1	165	23.3307	35.5107	cerebral-cortex	glial-cells	Low	Supported
AEBP2	121536	14.933	13.5842	NA	NA	NA	NA
AEN	64782	23.679	29.8397	NA	NA	NA	NA
AFAP1	60312	13.7213	16.1569	cerebral-cortex	glial-cells	Low	Enhanced
AFAP1L1	134265	0.347976	1.2831	NA	NA	NA	NA
AFAP1L2	84632	2.62479	13.806	NA	NA	NA	NA
AFF1	4299	8.70993	6.89151	NA	NA	NA	NA
AFF3	3899	5.32622	6.79347	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	26.5646	24.2417	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	32.1628	22.7687	NA	NA	NA	NA
AFG3L2	10939	27.0812	21.5095	cerebral-cortex	glial-cells	Medium	Enhanced
AFMID	125061	18.2792	14.4496	NA	NA	NA	NA
AFTPH	54812	9.47386	9.3772	NA	NA	NA	NA
AGA	175	6.44353	5.42028	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	19.1031	13.266	NA	NA	NA	NA
AGAP1-IT1	100506749	0.416102	0.0976398	NA	NA	NA	NA
AGAP2	116986	12.2117	16.5646	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	0.237724	0.817878	NA	NA	NA	NA
AGAP3	116988	35.089	41.4582	cerebral-cortex	glial-cells	Medium	Approved
AGAP4	119016	0.064452	0.558744	NA	NA	NA	NA
AGAP5	729092	2.98777	2.88756	NA	NA	NA	NA
AGAP6	414189	0.465094	0.312816	NA	NA	NA	NA
AGAP9	642517	1.67871	0.56079	NA	NA	NA	NA
AGBL3	340351	1.32876	1.71185	NA	NA	NA	NA
AGBL4	84871	0.516389	0.420183	cerebral-cortex	glial-cells	Low	Approved
AGBL5	60509	36.2532	27.9576	NA	NA	NA	NA
AGBL5-IT1	106481744	1.69145	0.316024	NA	NA	NA	NA
AGFG1	3267	37.7202	36.6115	NA	NA	NA	NA
AGFG2	3268	4.20646	4.27381	NA	NA	NA	NA
AGGF1	55109	13.7328	10.1542	NA	NA	NA	NA
AGK	55750	13.8043	12.0684	cerebral-cortex	glial-cells	Low	Supported
AGL	178	7.16586	5.12059	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.250965	0.452958	NA	NA	NA	NA
AGMO	392636	0.0845749	0.338474	NA	NA	NA	NA
AGO1	26523	23.0026	21.2941	NA	NA	NA	NA
AGO2	27161	10.8549	4.98649	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	9.55386	9.63487	NA	NA	NA	NA
AGO4	192670	9.60666	9.65003	NA	NA	NA	NA
AGPAT1	10554	6.10913	7.04142	cerebral-cortex	glial-cells	High	Approved
AGPAT2	10555	5.85119	13.6667	NA	NA	NA	NA
AGPAT3	56894	10.4212	12.0677	NA	NA	NA	NA
AGPAT4	56895	23.6015	15.9143	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	26.2969	24.1956	NA	NA	NA	NA
AGPS	8540	12.0656	8.70353	NA	NA	NA	NA
AGRN	375790	78.8661	69.0322	cerebral-cortex	glial-cells	Low	Approved
AGT	183	0.0690216	0.129974	NA	NA	NA	NA
AGTPBP1	23287	17.3641	13.6733	NA	NA	NA	NA
AGTR1	185	0.878282	1.21579	NA	NA	NA	NA
AGTRAP	57085	16.6087	16.3015	NA	NA	NA	NA
AHCTF1	25909	23.9483	15.8129	NA	NA	NA	NA
AHCTF1P1	285116	1.88781	1.15612	NA	NA	NA	NA
AHCY	191	75.7378	68.839	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	43.4039	35.003	NA	NA	NA	NA
AHCYL2	23382	14.7452	14.5002	NA	NA	NA	NA
AHDC1	27245	6.39406	6.67945	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	12.5552	12.1619	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	5.09994	15.7506	NA	NA	NA	NA
AHNAK2	113146	1.12524	1.62499	NA	NA	NA	NA
AHR	196	0.87826	3.92791	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	0.792952	1.34833	NA	NA	NA	NA
AHSA1	10598	57.9214	93.4336	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	21.8309	23.5375	NA	NA	NA	NA
AIF1L	83543	36.6805	25.0588	NA	NA	NA	NA
AIFM1	9131	21.6364	21.6404	NA	NA	NA	NA
AIFM2	84883	1.68909	2.07559	NA	NA	NA	NA
AIFM3	150209	0.0430345	0.265171	NA	NA	NA	NA
AIG1	51390	9.82054	9.27582	NA	NA	NA	NA
AIM2	9447	5.13139	3.64707	NA	NA	NA	NA
AIMP1	9255	16.945	19.7277	cerebral-cortex	glial-cells	Medium	Supported
AIMP2	7965	24.3172	21.4072	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	26.0632	36.4194	cerebral-cortex	glial-cells	Medium	Approved
AJAP1	55966	0.559421	0.327348	NA	NA	NA	NA
AJUBA	84962	38.2463	23.1559	NA	NA	NA	NA
AK1	203	25.2615	27.2868	NA	NA	NA	NA
AK2	204	59.9163	55.7379	NA	NA	NA	NA
AK3	50808	37.4634	32.3536	NA	NA	NA	NA
AK3P3	100419075	3.95302	2.73391	NA	NA	NA	NA
AK3P5	100288319	0.151435	0.141916	NA	NA	NA	NA
AK4	205	23.3254	25.4416	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	4.44425	3.49245	NA	NA	NA	NA
AK4P3	645619	1.44062	1.64205	NA	NA	NA	NA
AK5	26289	3.31866	1.87614	NA	NA	NA	NA
AK7	122481	0.71367	0.383485	NA	NA	NA	NA
AK8	158067	0.494133	0.300316	NA	NA	NA	NA
AK9	221264	4.57392	4.90788	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	12.117	11.1564	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	9.64511	10.2487	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	17.2223	11.9658	NA	NA	NA	NA
AKAP12	9590	23.1449	22.5163	NA	NA	NA	NA
AKAP13	11214	26.4433	23.4158	cerebral-cortex	glial-cells	Medium	Approved
AKAP14	158798	0	0	NA	NA	NA	NA
AKAP17A	8227	25.3997	31.9151	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	2.38891	1.36768	NA	NA	NA	NA
AKAP5	9495	1.37946	1.13879	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	4.35878	2.22279	NA	NA	NA	NA
AKAP7	9465	4.40621	4.45937	NA	NA	NA	NA
AKAP8	10270	16.1318	13.4529	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	66.6226	60.2781	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	24.6549	19.1488	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	15.7249	19.4428	NA	NA	NA	NA
AKIRIN1	79647	77.4194	75.3609	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	51.1017	56.3052	NA	NA	NA	NA
AKNA	80709	6.25002	6.9321	NA	NA	NA	NA
AKNAD1	254268	1.43979	1.62201	NA	NA	NA	NA
AKR1A1	10327	68.9347	67.4658	NA	NA	NA	NA
AKR1B1	231	107.073	79.5674	NA	NA	NA	NA
AKR1C1	1645	4.5379	4.25035	NA	NA	NA	NA
AKR1C3	8644	0.0299439	0.215711	cerebral-cortex	glial-cells	Medium	Enhanced
AKR1E2	83592	0	0	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	21.8227	28.4263	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.40445	0.126718	NA	NA	NA	NA
AKR7A3	22977	0.987972	0.989938	NA	NA	NA	NA
AKR7L	246181	1.28312	1.30429	NA	NA	NA	NA
AKT1	207	67.716	67.3981	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	18.4339	26.5782	NA	NA	NA	NA
AKT2	208	57.8723	50.8806	NA	NA	NA	NA
AKT3	10000	19.3619	15.1394	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	0	0.285608	NA	NA	NA	NA
AKTIP	64400	14.3396	20.2294	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	9.89857	11.4299	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	22.5168	22.2934	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0.338121	0.693333	NA	NA	NA	NA
ALCAM	214	6.14126	3.99092	NA	NA	NA	NA
ALDH16A1	126133	13.5877	12.7453	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	32.5044	32.1316	NA	NA	NA	NA
