	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	Ctrl_Fam.Veh.R1	Ctrl_NIH1.Veh.R1	BD_NR.Li.R1	BD_R.Li.R1	Ctrl_Fam.Li.R1	Ctrl_NIH1.Li.R1	BD_NR.Val.R1	BD_R.Val.R1	Ctrl_Fam.Val.R1	Ctrl_NIH1.Val.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Ctrl_Fam.Veh.R2	Ctrl_NIH1.Veh.R2	BD_NR.Li.R2	BD_R.Li.R2	Ctrl_NIH1.Li.R2	BD_NR.Val.R2	BD_R.Val.R2	Ctrl_Fam.Val.R2	Ctrl_NIH1.Val.R2	Ctrl_Fam.Li.R2
ACAD10	ACAD10	80724	14.0216	15.6217	12.5714	17.5944	15.5724	15.1303	8.79918	14.2474	10.2616	12.801	11.149	14.2413	12.3484	14.9209	18.1952	15.0276	15.4919	12.4125	14.7225	10.5812	8.73743	12.1898	11.3036	16.5829
ACAD11	ACAD11	84129	5.12661	8.61353	13.5588	5.24239	6.36732	7.09682	12.3264	7.81198	8.06222	10.077	12.7542	5.76179	6.77236	7.82814	13.1664	7.81746	9.37202	9.14776	8.08221	7.75475	8.9574	12.9225	6.9368	13.6316
ACAD8	ACAD8	27034	15.3524	19.9373	21.5387	20.8443	14.9786	17.642	20.3246	17.6859	15.9421	19.1787	24.8648	22.1361	16.9934	18.0234	24.3328	21.7209	16.5353	19.1013	22.4509	17.6746	17.6214	23.7882	22.3589	22.2236
ACAD9	ACAD9	28976	33.043	23.4978	15.3185	21.2147	40.601	24.3566	15.7586	16.7407	31.0966	22.2678	20.7497	15.6194	31.1119	23.3342	22.2732	19.6635	33.9147	23.1086	20.4759	25.4591	18.663	17.7605	18.1742	27.0148
ACADL	ACADL	33	1.08495	0.159525	0.476748	0.811898	1.89944	0.0606938	0.437456	0.983352	0.62283	0	0.520665	1.14086	0.325162	0.0386647	0.522555	0.5087	0.329081	0.0556281	0.3782	0.32313	0.101139	0.693911	1.16434	0.746802
ACADM	ACADM	34	36.7384	58.187	35.908	46.215	48.327	60.5517	35.1503	42.1519	40.3464	61.4344	44.7232	54.1449	39.8698	51.8231	37.0825	43.1469	42.6121	53.0216	43.6264	43.3272	51.5227	38.7243	56.6397	36.2437
ACADS	ACADS	35	3.18731	1.37585	1.54383	1.15115	3.30575	1.61689	1.65699	1.31242	2.13689	1.28839	1.53306	0.893073	2.09109	2.02848	2.92677	2.59403	2.88732	1.71973	2.91163	1.83947	1.17557	1.21011	1.38463	3.03965
ACADSB	ACADSB	36	4.60941	6.49611	5.03171	5.55495	7.37704	6.36542	4.03124	5.38304	6.7573	6.25016	4.37248	5.69641	3.80174	4.56119	4.05845	4.53462	6.13602	4.9485	5.39964	5.84266	5.1647	6.79549	5.19195	4.16283
ACADVL	ACADVL	37	108.712	91.6616	121.536	145.509	107.394	82.7163	116.67	123.369	102.259	68.582	115.882	121.11	106.687	110.758	196.714	157.826	97.053	85.0844	138.577	102.818	80.3139	131.143	123.159	207.882
ACAN	ACAN	176	1.32219	0.401262	0.108899	0.0999319	1.34518	0.456311	0.125694	0.0117099	0.152283	0.252621	0.0812646	0.0112166	0.258151	0.134403	0.0959958	0.023466	0.0995435	0.209181	0.0121496	0.307802	0.111285	0.00678262	0.0257201	0.0942564
ACAP1	ACAP1	9744	3.69897	1.5214	1.65192	0.966426	3.26153	0.308666	2.93644	1.49348	3.70332	1.26109	4.43255	2.77405	2.02478	1.57664	1.52238	1.59047	2.40983	0.751291	0.720122	1.85688	1.70263	1.52757	1.99877	2.6698
ACAP2	ACAP2	23527	10.2199	13.5366	14.335	17.9475	13.9719	16.7105	12.6872	16.9518	14.869	17.9452	14.7606	19.6962	15.2525	15.0931	10.8706	12.3843	15.6627	16.9195	14.1	19.0751	12.477	17.2823	17.7091	9.52403
ACAP2-IT1	ACAP2-IT1	100874306	0	0.787887	0.737561	2.01365	1.27759	1.82783	0.0855955	1.48914	0.741645	1.84797	0.350979	2.00299	0.516084	0.832133	0.10037	0.901878	1.0714	1.61907	0.548773	0.439754	0.92259	1.35	1.25847	0.199631
ACAP3	ACAP3	116983	31.593	45.5431	29.0318	55.2075	34.207	46.0253	23.3902	39.589	39.118	55.3165	20.3071	47.9454	26.2367	45.5139	61.4197	38.2556	24.9054	31.6789	31.9154	21.8972	24.6969	40.2727	35.3388	54.7138
ACAT1	ACAT1	38	58.4216	24.8295	38.4981	29.5191	43.5061	25.079	42.8045	33.1851	36.4896	21.6848	37.6342	26.0175	33.0247	30.3206	37.3324	40.1013	36.6169	33.2136	35.648	33.9609	34.1813	33.0537	28.6202	40.8071
ACAT2	ACAT2	39	160.977	177.687	79.8328	121.576	119.489	216.595	92.4383	106.484	116.233	100.555	121.074	91.8027	123.209	100.625	94.7086	113.199	126.727	133.869	105.168	144.572	103.154	100.171	141.862	110.387
ACBD3	ACBD3	64746	22.6696	11.0748	20.8069	14.657	25.8042	13.965	22.1874	14.3546	18.6142	12.0096	21.5303	16.495	20.7426	16.6353	16.7809	15.8998	20.7794	16.8912	16.8135	23.8579	16.8717	19.7918	15.6105	15.1372
ACBD4	ACBD4	79777	2.40782	0.803577	3.72827	1.98881	1.82623	0.794878	3.36308	3.19429	1.73683	1.33167	5.46222	3.25393	1.12163	1.34998	6.59392	4.21665	2.29671	0.622111	4.53223	1.42255	1.50695	5.52865	3.60742	6.76941
ACBD5	ACBD5	91452	8.77984	9.54985	19.9108	15.7884	10.7744	9.62646	18.2018	15.0133	9.83548	9.21969	18.1188	14.6166	10.5836	9.44968	19.2566	16.2555	11.0161	9.78223	16.7322	10.3825	9.97574	19.7858	13.4762	18.2779
ACBD6	ACBD6	84320	55.8207	30.6409	33.8079	34.6001	40.1176	33.9623	35.0078	37.3717	39.303	33.4004	41.1343	44.3268	37.6408	35.3731	42.6827	44.0158	42.1239	40.1806	41.6841	38.512	58.0932	41.9866	42.7491	47.4034
ACBD7	ACBD7	414149	1.07075	12.101	4.54944	10.8008	2.56813	9.87014	3.25634	17.0865	2.57265	12.7431	2.98971	9.809	1.79061	5.73297	5.04979	6.19071	4.77003	6.29751	6.04779	3.56938	5.45146	8.03709	13.7689	4.52596
ACCS	ACCS	84680	0.430247	0.133876	0.348685	3.05738	0.935385	0.0802617	0.56747	2.10331	0.468344	0.057749	0.263102	1.94624	1.18338	0.0460563	1.82682	2.94057	1.11562	0.139656	2.65925	0.922902	0.192358	0.703438	2.56821	1.68648
ACD	ACD	65057	10.3076	17.8041	8.51145	12.7431	9.37456	15.1772	8.9523	12.0344	10.5058	13.1312	9.84081	10.8745	11.4452	17.8197	12.8882	14.0071	10.7331	16.4749	13.3154	12.5498	14.0248	10.2962	14.8258	13.614
ACE2	ACE2	59272	0.103635	0.206902	0.100358	0.170784	0	0.0787331	0.0530224	0.232877	0.0563268	0.105278	0.215253	0.0911675	0.0134803	0.074011	0.24568	0.0634266	0.149683	0.160018	0.244882	0.13374	0.0924857	0.191343	0.029528	0.256718
ACER2	ACER2	340485	0.461026	3.66903	1.72299	1.79156	1.56664	3.66286	1.5098	1.21539	1.43449	4.69026	2.24908	2.25481	1.77513	2.14737	1.87258	0.893652	2.10869	1.94102	1.65687	1.80507	1.46743	2.41578	1.46473	1.29886
ACER3	ACER3	55331	0.807273	4.33602	11.4256	6.19216	4.23993	6.46379	6.44366	7.78744	4.20716	4.20892	10.5555	3.65697	4.26295	3.38926	8.54737	3.26848	6.30281	5.50166	3.22857	4.97986	5.52567	15.9557	4.16359	7.74612
ACHE	ACHE	43	13.7032	0.791763	12.106	1.24133	16.6649	0.652522	14.525	0.833472	3.97032	4.95785	23.8926	5.56834	3.95844	1.87991	13.6354	3.35021	4.25009	1.05674	3.85406	6.7972	7.76029	18.7605	6.59681	12.5299
ACIN1	ACIN1	22985	114.187	161.665	85.9951	137.493	156.916	143.138	96.4535	127.811	112.645	117.69	79.9641	113.123	78.583	110.315	125.641	83.5152	119.053	113.906	105.469	98.3091	89.1639	88.7035	111.385	131.658
ACKR2	ACKR2	1238	0.0205536	0.193743	0.234975	0.065955	0.0668005	0.230239	0.0938658	0.0172708	0.0171784	0.049393	0.127122	0.16694	0.0160432	0.133773	0.130407	0.0906774	0.166443	0.0161933	0.140246	0	0.154389	0.129162	0.0351908	0.264846
ACKR3	ACKR3	57007	1.53729	26.1184	1.7779	4.00868	0.850995	18.6289	0.451735	4.71475	1.59194	32.6837	2.05436	19.2615	1.45454	12.8453	1.62999	9.81744	3.79356	14.8201	5.8447	2.18853	14.5462	2.04502	13.9446	1.87906
ACLY	ACLY	47	1.00789	1.49489	1.34233	0.755905	8.2338	1.52063	2.38322	0.541551	1.20059	3.51411	1.51736	0.875436	0.964758	2.38113	20.3138	0.834606	1.28824	1.10834	0.69076	6.61227	4.45968	1.1388	0.904783	1.35781
ACMSD	ACMSD	130013	0.158157	0.396732	0.241835	0.13053	0.175577	0.47061	0	0.670151	0.337553	0.537258	0.0755806	0.111995	0.0988901	0.320686	0.375383	0	0.177068	0.100243	0.445238	0.145605	0.0236577	0.201609	0.271839	0.0278026
ACO1	ACO1	48	22.8243	17.0349	20.2332	17.6875	26.0638	17.5949	19.9042	17.1819	24.6914	16.6063	25.6994	18.1001	21.4983	20.2189	17.9686	16.9397	22.7442	21.0847	18.0304	26.7635	23.1796	23.7861	19.9079	19.6661
ACO2	ACO2	50	46.871	30.9316	46.014	35.7713	46.7704	29.0832	47.7867	35.6425	35.9119	29.6364	47.4025	37.0422	38.38	33.2916	58.0899	40.8493	34.3532	30.6123	43.2135	35.1605	34.9911	47.6119	36.534	59.1773
ACOT1	ACOT1	641371	3.76847	0.190841	0.694051	0.26942	2.94574	0.0939133	0.95717	0.21368	1.84828	0.120519	0.664192	0.192846	2.91832	0.389202	1.90205	0.454378	3.65612	0.690592	0.383275	3.1003	0.379787	0.793913	0.343198	2.07437
ACOT11	ACOT11	26027	5.23282	0.136362	0.0992374	0.127335	4.795	0.418119	0.10907	0.0692431	3.05627	0.19018	0.182679	0.0546637	2.92561	0.635371	0.0674437	0.0908279	2.20632	0.674786	0.10012	2.2502	0.8625	0.0932295	0.0877214	0.114505
ACOT12	ACOT12	134526	0.624422	0	1.30313	0.4195	0.141686	0	1.14332	0.177787	0.932425	0.109674	0.780473	0.0962669	0.206768	0.0480343	2.04638	0.171643	0.16099	0	0.189131	0.109845	0.130559	0.624915	0.250208	2.8024
ACOT13	ACOT13	55856	26.2656	18.0457	9.85411	11.957	18.4505	19.3039	10.4264	14.9204	14.9861	14.0708	15.6095	14.0823	18.1192	17.417	14.3272	19.012	18.3983	20.5378	16.9772	16.7363	23.797	12.8753	12.0153	15.5728
ACOT2	ACOT2	10965	14.4563	0.497594	4.49967	2.33758	11.6812	0.601878	3.86889	2.65482	7.84374	0.429296	3.75374	1.66544	12.2813	2.96636	9.19665	2.95643	12.5136	2.57969	3.14	9.68929	2.26858	3.51812	3.87441	8.64456
ACOT4	ACOT4	122970	0.203557	0.0222499	0.10575	0.0839166	0	0	0.0394907	0.0856056	0.106402	0.0633182	0.0810256	0.0898538	0.218646	0.104755	0.22534	0.187225	0.142216	0.0402029	0.164949	0.246177	0.170826	0.0461901	0.152732	0.312095
ACOT7	ACOT7	11332	33.7208	46.6128	49.4488	37.7776	22.6648	49.1456	58.3574	29.0535	39.5678	49.4787	48.3217	39.6206	36.7945	48.0271	54.3642	37.542	29.4393	44.4915	42.6834	49.6866	61.2805	58.4513	49.11	52.3078
ACOT8	ACOT8	10005	14.0088	8.10952	11.1303	10.0142	10.0725	6.10115	11.897	9.31948	8.116	8.14203	13.0872	9.56243	8.72299	7.47398	13.8403	12.0926	9.29037	7.56548	10.428	9.35007	9.44624	13.6254	9.78979	11.7166
ACOT9	ACOT9	23597	18.1269	9.29875	27.7148	21.1399	17.4747	9.89632	30.7037	19.6189	19.3317	12.982	29.8808	20.1347	22.1435	13.9678	33.2754	17.8905	17.5923	12.8328	19.865	25.0727	21.7172	27.9584	22.3488	31.4963
ACOX1	ACOX1	51	6.54065	7.97692	12.9511	11.1223	8.97529	7.98569	15.5661	9.76544	6.10124	5.82216	15.4143	11.5136	7.50421	9.3216	14.3821	11.255	7.13757	7.4393	9.84164	7.53774	6.2507	13.6522	9.00886	13.2767
ACOX2	ACOX2	8309	4.5921	0.29895	13.926	0.910462	2.67182	0.281255	13.753	0.676682	1.26218	0	7.26947	0.34373	3.94971	1.513	20.4722	1.1338	3.09642	1.36361	2.10157	2.6154	1.78994	8.81477	0.0542272	20.2317
ACOX3	ACOX3	8310	16.9909	5.66187	5.25955	6.46864	13.743	4.70594	5.46843	5.92173	7.6043	4.36729	7.09152	7.07463	9.50438	5.99351	9.28244	8.44557	9.63804	5.47276	8.74285	8.19572	6.8988	5.32077	5.81462	9.47289
ACP1	ACP1	52	118.505	119.365	87.7235	91.3019	115.498	122.05	97.675	99.8965	108.288	109.811	82.5322	93.6851	105.934	101.097	86.1702	93.2806	106.444	110.398	102.674	100.021	106.166	94.2892	94.6127	87.4928
ACP2	ACP2	53	16.6682	22.5669	23.2273	25.5667	15.2661	19.249	24.9995	25.0625	15.4775	15.2925	32.5701	24.9237	18.2462	19.5498	34.419	33.5648	18.9574	17.7422	32.9219	16.8546	19.7031	27.4132	27.8645	35.9769
ACP5	ACP5	54	0.295887	0.0362718	0.152365	0	0.205807	0.382183	0.108691	0.194018	0.256403	0.330427	0.37752	0	0.248022	0.156114	0.208115	0.216978	0.354177	0	0.074227	0.274509	0	0.218377	0.124061	0.0598553
ACP6	ACP6	51205	0.0749352	0.184586	0.235851	0.0540696	0.044972	1.03931	0.163407	0.10391	0.0548855	0.0968901	2.70946	0.168779	0	1.20023	0.486556	1.38909	0.00653574	0.131897	0.182609	0.170815	1.03983	0.339481	2.71001	0.412214
ACRBP	ACRBP	84519	0.523282	0.573965	0.671738	0.457103	0.868764	1.13011	0.888396	0.724663	0.629122	1.00823	0.231907	0.477094	0.801452	1.25357	0.368228	0.400206	0.822824	0.827785	0.533415	0.443375	0.503249	0.41654	0.310099	0.246936
ACRV1	ACRV1	56	0.35523	0.435979	0.304611	0.4894	0.534175	0.725457	0.254408	0.432129	0.215518	0.385487	0.17412	0.492223	0.3171	0.772443	0.193752	0.341938	0.196464	0.540168	0.288094	0.124879	0.367617	0.121519	0.492762	0.432869
ACSBG1	ACSBG1	23205	0.120187	3.65421	3.40592	5.13136	0.390792	2.78544	2.41219	4.286	0.481098	2.36327	2.24231	2.58557	0.589504	2.73822	10.0919	5.81877	0.575403	1.91999	4.95405	0.15986	1.05385	1.61287	1.85427	11.7511
ACSBG2	ACSBG2	81616	0.0308776	0.532774	0.279779	0.933308	0.382868	0.487928	0.0515634	0.845527	0.465081	0.368477	0.17001	0.200407	0.433375	0.467299	0.302901	0.661318	0.959871	0.546901	0.284839	0.218934	0.093875	0.413623	0.315193	0.303868
ACSF2	ACSF2	80221	39.3913	12.5666	6.64373	17.7953	39.941	9.03452	6.58626	13.6485	31.8317	19.2009	14.662	28.5837	27.8576	16.1132	9.776	17.4418	27.679	14.8097	18.3265	36.2107	27.9545	16.7307	27.1491	7.77869
ACSF3	ACSF3	197322	9.7573	7.76719	7.30045	6.36077	7.007	7.51293	8.11699	6.99096	6.03112	7.85329	11.0823	7.1295	8.08721	6.23909	8.78372	8.56066	7.70273	6.82641	8.45545	6.93606	6.48554	8.28168	6.52066	10.7069
ACSL1	ACSL1	2180	17.1691	5.05852	10.8386	5.90091	19.6678	5.52648	12.4265	6.46836	11.7351	6.91547	8.8334	6.72069	7.38262	7.52444	11.1431	6.61806	7.51012	7.45526	6.20469	12.58	7.64694	12.8805	7.47377	11.9099
ACSL3	ACSL3	2181	78.1995	45.7343	127.493	51.6661	92.8657	57.558	97.138	45.1347	85.6801	46.0359	85.5465	42.9547	110.22	60.3386	132.341	51.9054	95.6298	57.7357	49.8662	129.01	54.3782	101.956	47.3867	123.175
ACSL4	ACSL4	2182	12.3864	9.88829	10.2161	5.21092	19.9573	12.9064	10.2915	4.63489	18.6422	13.0362	11.255	7.80179	14.2672	9.87905	5.87572	5.35905	13.9788	11.1431	5.94529	26.0517	15.3429	13.3323	7.38045	5.50464
ACSL5	ACSL5	51703	0.0357885	0.0915186	0.0725945	0.184377	0.137873	0.248023	0.0138712	0.404386	0.0438553	0.0592765	0.134665	0.0314916	0.0698536	0.0640604	0.129806	0.284826	0.187476	0.23075	0.53411	0.218972	0.242598	0.097072	0.38133	0.261052
ACSL6	ACSL6	23305	0.0348965	0.412274	0.775435	1.98866	0.165524	0.313129	0.873335	4.28558	0.00727599	1.69682	1.43284	4.50326	0.0204152	0.365073	1.51105	1.95447	0.0947404	0.272265	1.91586	0.027649	0.200075	2.49325	2.78491	1.97302
ACSM3	ACSM3	6296	0.762854	1.20775	0.375016	0.523477	0.575029	1.07692	0.18174	0.988939	0.476621	0.861786	0.20241	0.492229	0.359928	1.09763	0.241356	0.15419	0.716707	1.50236	0.226227	0.330948	0.943932	0.246159	0.145357	0.324706
ACSS1	ACSS1	84532	1.89072	9.47413	1.13974	27.137	1.90816	8.0838	0.570231	25.5402	2.76279	8.89476	1.05128	23.2825	1.01253	8.26487	0.677873	28.5841	1.37708	7.84046	26.3569	1.51892	4.32411	0.970561	19.416	0.464815
ACSS2	ACSS2	55902	28.9265	23.887	19.5968	14.2485	28.4766	27.5499	19.3671	14.2946	23.2495	15.0846	20.5503	14.8606	32.3253	22.1084	28.0279	17.5488	41.0984	23.5063	18.444	34.2471	22.2913	26.962	15.4842	25.66
ACSS3	ACSS3	79611	2.8478	0.479897	22.8498	0.682703	2.24466	0.528788	21.0315	0.961749	4.24729	0.881865	22.7872	1.2445	3.72971	1.8181	25.4043	1.006	4.40614	1.83083	1.04397	5.92634	3.26373	25.4223	1.91212	19.6455
ACTA1	ACTA1	58	102.144	0.281328	0.311598	0.177444	127.416	0.220039	0.454595	0.11436	18.3426	0.247043	0.101398	0.113088	39.1604	0.210525	0.15123	0.281876	50.9956	0.101273	0.219846	10.5378	0.0317959	0.212769	0.146318	0.149787
ACTA2	ACTA2	59	184.288	27.0849	134.123	17.0619	95.6048	34.5046	200.057	22.667	110.844	25.9443	222.287	10.5326	205.373	105.084	146.45	49.3745	107.727	104.384	39.7247	339.083	127.018	55.4933	18.3155	210.444
ACTA2-AS1	ACTA2-AS1	100132116	1.06259	0.275231	0.176093	0.0730661	1.07273	0.149213	0.716586	0.298369	0.605853	0.302787	0.677458	0.178815	1.68248	0.631106	1.44376	0.10515	0.840748	0.612292	0.0426776	1.55838	0.398844	0.0476833	0.0451673	1.6451
ACTB	ACTB	60	1979.6	1657.61	1441.43	2282.14	1076.54	1811.81	1840.59	1897.2	1567.35	1529.12	1893.03	2187.81	2015.46	1777.37	2258.72	1992.17	1487.08	1640.71	2197.88	2288.88	2101.01	1643.82	2513.85	2381.3
ACTBP2	ACTBP2	62	6.30977	2.40045	7.3465	10.0293	0.86653	3.94555	7.21091	8.67293	6.34841	3.35145	7.30106	4.33231	3.09559	2.74849	4.29141	7.25839	5.8444	4.87668	2.75869	3.47626	8.49702	2.83404	4.04634	3.78143
ACTC1	ACTC1	70	3301.91	0.535826	0.206815	0.413206	3868.05	0.157857	0.0547737	0.100093	1249.6	0.0350832	0.102226	0.117844	619.666	0.195981	0.0124574	0.0892362	730.907	0.607811	0.10159	695.411	0.361518	0	0.0120681	0.226572
ACTG1	ACTG1	71	43.822	70.3116	113.544	145.986	55.7794	136.886	125.642	129.455	58.332	165.816	56.6437	139.083	91.0747	159.782	141.993	62.9947	69.9256	63.9313	155.801	77.6383	69.0901	154.912	184.133	96.6854
ACTG1P1	ACTG1P1	73	0.527367	0.466622	0.19596	0.680537	0.529714	0.560017	0.182547	0.495257	0.197116	0.734541	0.514834	0.524894	0.229543	0.682665	0.105273	0.434447	0.236041	0.329261	0.625101	0.115121	0.30939	0.324858	0.356216	0.260882
ACTG1P3	ACTG1P3	75	0	0.210793	0.199157	0.247006	0.201978	0.258714	0.0464081	0.0503401	0.100281	0.0995648	0	0.160127	0.140006	0.247824	0.267533	0.132467	0.239914	0.143458	0.34222	0.175586	0.134803	0.165142	0.258648	0.212191
ACTG2	ACTG2	72	69.2693	10.6729	25.569	8.28908	31.7231	15.5166	50.2911	8.00567	26.7609	9.26294	90.1002	2.08689	124.341	42.5883	6.63036	15.7316	62.7724	42.677	19.3355	118.341	59.9327	18.1435	5.6032	11.3462
ACTL10	ACTL10	170487	0.1803	0.0263208	0.199985	0.123987	0.166654	0.0777611	0.186647	0.177045	0.402428	0.224567	0.215408	0.132913	0.305297	0.22302	0.186654	0.199212	0.0720707	0.237921	0.146357	0.145674	0.224506	0.109369	0.206505	0.158317
ACTL6A	ACTL6A	86	54.6161	99.7897	43.3959	81.7502	51.9871	105.25	45.0343	70.1288	59.5477	89.736	42.7605	75.4461	58.9326	77.7801	41.7902	63.9588	55.1787	93.4951	68.161	51.5374	66.6014	40.8641	74.8583	45.5749
ACTL6B	ACTL6B	51412	0.211492	2.44556	0.167917	0.749704	0.228721	1.44592	0.254631	0.655811	0.593673	2.57374	0.115951	3.35151	0.285556	0.979682	0.0730188	1.29566	0.219074	1.1657	0.307392	0.283432	1.5151	0.262322	2.48877	0.395022
ACTN1	ACTN1	87	33.656	35.4144	67.8322	83.0021	40.539	45.4155	112.206	52.7091	52.597	31.2186	86.5959	59.9026	74.2383	38.4503	76.961	40.27	57.7299	36.3549	62.1831	109.595	68.26	52.8814	84.6825	97.8193
ACTN1-AS1	ACTN1-AS1	161159	0	0.175572	0.161928	0.643603	0	0	0.299129	0.113792	0.162714	0	0.153256	0.179757	0.360228	0	0.12358	0.245026	0.267493	0	0	0	0	0	0.172991	0.123082
ACTN2	ACTN2	88	104.265	0.403254	6.70073	0.287899	167.7	0.799844	3.21339	0.102073	32.4496	0.854265	4.11563	0.45548	21.8153	1.15229	5.992	0.459156	30.316	0.27038	0.32793	15.4071	0.416204	9.44377	0.300486	5.63539
ACTN4	ACTN4	81	75.563	140.109	154.058	145.728	119.855	157.327	170.941	91.4174	128.487	94.1301	151.981	94.4668	128.673	100.484	276.678	89.7078	129.438	122.618	110.406	170.969	119.125	167.747	125.884	310.169
ACTN4P1	ACTN4P1	344978	0.218601	0.192395	0.218743	0.144677	0.0978509	0	0.237965	0.258102	0.0733541	0	0.139477	0	0.0342084	0	0.195111	0.129218	0.105245	0.104532	0.0356741	0.0853084	0.164067	0.200369	0.0755049	0.0772935
ACTR10	ACTR10	55860	87.8471	35.983	72.7771	41.5754	51.1131	39.9596	79.3263	42.5932	50.8703	37.9219	82.1266	53.022	63.5408	50.3265	67.6855	67.2112	51.1232	50.0006	63.993	70.5263	63.7732	60.8228	52.8477	61.8796
ACTR1A	ACTR1A	10121	83.669	81.3543	76.8673	71.5672	79.3157	76.5792	79.9517	74.8488	83.3655	87.9337	87.5927	83.8152	84.5001	81.4564	85.2755	74.449	73.8511	75.9926	77.6927	88.1722	83.6391	84.7994	81.1601	88.4218
ACTR1B	ACTR1B	10120	27.9843	30.1553	21.5799	34.8018	25.6407	24.508	21.2441	30.8543	27.6839	26.9423	27.8749	34.0379	26.7739	25.1824	34.0324	39.4064	31.5369	24.2583	34.1162	27.8027	24.2998	25.139	32.9437	35.8809
ACTR2	ACTR2	10097	76.5317	125.387	146.654	142.278	109.882	143.176	154.53	150.629	130.461	130.867	157.68	158.446	141.084	136.23	113.544	127.715	140.317	154.274	153.654	189.728	163.349	164.005	143.039	113.361
ACTR3	ACTR3	10096	65.5851	119.483	133.396	166.013	101.224	132.343	157.144	148.776	105.644	111.998	131.128	146.558	118.365	118.143	142.773	134.385	100.214	128.424	161.958	141.419	128.571	147.477	153.214	153.693
ACTR3B	ACTR3B	57180	4.24675	8.31133	6.58511	5.16419	5.03499	8.58203	7.23794	4.68913	4.73894	8.65418	7.50419	5.8756	6.64789	7.37336	10.0408	6.34688	6.32192	7.7772	6.79904	6.56153	8.45048	6.38938	5.1359	8.52852
ACTR3C	ACTR3C	653857	0.463631	0.100968	0.134208	0.0887715	0.278777	0.046467	0.350775	0.0452259	0.0876657	0.0447041	0.179788	0	0.13973	0	0.144013	0.158648	0.198309	0.12866	0.0881856	0.0289853	0.16586	0.170729	0	0.237861
ACTR5	ACTR5	79913	6.80552	7.20661	4.2438	4.81094	6.36779	7.56493	3.81482	4.58941	6.68729	6.65549	4.92413	5.0102	5.65467	6.27383	4.6908	4.85033	6.04026	6.12771	4.55451	6.17066	6.71192	5.00466	5.83921	4.61728
ACTR6	ACTR6	64431	21.2132	19.701	27.8403	18.4679	22.0453	19.617	26.9297	22.5295	17.7779	21.4689	24.0565	22.6756	20.6269	20.7155	22.9624	22.8886	20.7514	20.7195	23.3511	21.5733	22.8123	30.298	21.764	18.1294
ACTR8	ACTR8	93973	15.9518	19.6098	16.3784	17.2802	19.0211	19.3058	14.837	17.8754	12.5616	15.6438	14.0707	18.5197	17.2421	22.9911	17.085	17.2782	16.6784	19.1252	17.9193	15.924	16.0477	17.2482	13.889	14.824
ACTRT3	ACTRT3	84517	0.121717	0.159933	0.303784	0.200896	0.236318	0.13125	0.330768	0.153676	0.203764	0.075807	0.169657	0.134613	0.356718	0.30114	0.405085	0.246572	0.218963	0.361452	0.148226	0.236058	0.545683	0.304623	0.104571	0.293966
ACVR1	ACVR1	90	12.612	3.74149	18.9687	6.3447	10.9444	4.37987	22.6287	5.36181	14.594	4.54623	18.9102	6.53572	18.2767	10.168	12.5647	7.06611	12.5613	10.7095	6.61699	22.5201	14.4348	14.9855	7.15672	12.5962
ACVR1B	ACVR1B	91	8.59764	15.1333	9.08241	8.87275	11.3533	14.28	7.81431	8.35153	11.5163	18.1874	10.1692	11.9004	9.11756	13.1094	9.94493	8.07999	11.2343	12.338	7.96492	9.17627	11.7628	10.7421	9.81037	9.33311
ACVR2A	ACVR2A	92	35.1964	30.1645	7.94521	10.7114	54.1228	23.2683	7.74371	14.0335	21.8032	26.7109	8.10014	10.141	17.3058	16.5333	10.0813	9.76845	24.838	17.5706	8.76112	13.8366	12.3262	10.1799	7.52103	8.5339
ACVR2B	ACVR2B	93	6.64385	25.1619	3.29944	7.68069	11.8332	25.5544	2.30258	8.8479	11.6257	24.9879	2.30173	7.57662	7.37587	13.8453	3.13323	5.39187	9.99638	15.8598	5.79781	7.03289	9.00329	3.86198	6.22124	2.86907
ACVR2B-AS1	ACVR2B-AS1	100128640	0.902696	2.17981	0.355318	0.724461	0.997197	1.57526	0.442341	0.978795	0.774613	0.906071	0.264715	0.523912	0.333978	1.17296	0.357386	0.61154	1.08066	0.768815	0.480931	0.229654	0.637576	0.30159	0.54964	0.395109
ACVRL1	ACVRL1	94	5.16595	0.110166	0.0394327	0.118758	3.06898	0.111904	0	0.0118231	3.94608	0.0384221	0.0335896	0.061854	5.85612	0.583319	0	0.0310008	2.76083	1.01697	0.0568044	3.73743	0.414413	0.0424329	0.108135	0.0368048
ACY1	ACY1	95	11.3191	8.56334	7.92725	6.36046	7.61943	6.46851	7.75791	4.70185	8.71386	5.28797	8.75931	5.54816	9.29617	8.73256	12.1466	9.62677	8.89582	7.6947	6.97403	7.18757	8.57164	8.2862	6.59728	10.1854
ACYP1	ACYP1	97	27.2919	20.8317	20.8565	24.9682	23.9533	19.3015	20.4834	27.1243	31.6982	23.3623	18.3335	25.8483	21.6683	20.0135	21.453	25.8088	24.0876	25.0932	23.9449	28.2716	23.4539	19.425	32.1562	22.0945
ACYP2	ACYP2	98	13.3663	10.8556	13.3407	15.5391	10.1579	10.9773	12.937	16.0334	5.47376	8.60017	9.77414	16.1318	7.40938	12.687	18.2063	23.682	7.27437	11.13	17.2223	4.20633	8.19538	10.7187	12.4859	18.3772
