SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
EPHA6	285220	0.0887079	0.115537	NA	NA	NA	NA
EPHA7	2045	12.8778	13.5798	NA	NA	NA	NA
EPHB1	2047	0.836613	2.61011	NA	NA	NA	NA
EPHB2	2048	3.42425	6.43306	cerebral-cortex	glial-cells	Medium	Approved
EPHB3	2049	22.5103	38.857	NA	NA	NA	NA
EPHB4	2050	30.857	46.2319	NA	NA	NA	NA
EPHB6	2051	0.593545	0.286303	NA	NA	NA	NA
EPHX1	2052	13.6997	10.7491	NA	NA	NA	NA
EPHX2	2053	5.87634	5.24334	cerebral-cortex	glial-cells	Low	Approved
EPHX3	79852	0.0698105	0.0545769	NA	NA	NA	NA
EPHX4	253152	0.176833	0.311325	NA	NA	NA	NA
EPM2A	7957	2.62911	2.39552	NA	NA	NA	NA
EPM2AIP1	9852	14.8866	12.6541	NA	NA	NA	NA
EPN1	29924	47.4311	46.5429	cerebral-cortex	glial-cells	Medium	Approved
EPN2	22905	9.33594	17.3394	NA	NA	NA	NA
EPN2-AS1	100874018	0.0550478	0.129344	NA	NA	NA	NA
EPOR	2057	6.47907	7.32157	NA	NA	NA	NA
EPS15	2060	17.7154	17.696	cerebral-cortex	glial-cells	Medium	Approved
EPS15L1	58513	16.3029	16.8551	NA	NA	NA	NA
EPS8	2059	20.1423	23.1704	cerebral-cortex	glial-cells	Medium	Approved
EPS8L1	54869	9.85442	9.61969	NA	NA	NA	NA
EPS8L2	64787	5.42539	4.70872	NA	NA	NA	NA
EPSTI1	94240	2.30008	1.62727	NA	NA	NA	NA
ERAL1	26284	42.0298	36.4669	cerebral-cortex	glial-cells	Low	Supported
ERAP1	51752	8.93904	21.1101	cerebral-cortex	glial-cells	Medium	Approved
ERAP2	64167	0.33044	0.415826	cerebral-cortex	glial-cells	Low	Enhanced
ERBB2	2064	32.9767	20.3262	NA	NA	NA	NA
ERBB3	2065	82.4145	12.1801	NA	NA	NA	NA
ERBB4	2066	0.200344	0.206261	NA	NA	NA	NA
ERC1	23085	6.80679	12.7379	NA	NA	NA	NA
ERC2	26059	0.699422	0.741619	NA	NA	NA	NA
ERCC1	2067	52.1357	41.4637	cerebral-cortex	glial-cells	Medium	Supported
ERCC2	2068	14.5776	14.5812	NA	NA	NA	NA
ERCC3	2071	24.604	26.1423	cerebral-cortex	glial-cells	Low	Approved
ERCC4	2072	3.57947	4.74817	cerebral-cortex	glial-cells	Low	Approved
ERCC5	2073	30.8089	22.6332	NA	NA	NA	NA
ERCC6	2074	1.96975	3.32666	NA	NA	NA	NA
ERCC6L	54821	3.40071	6.52348	NA	NA	NA	NA
ERCC6L2	375748	13.9794	18.4483	NA	NA	NA	NA
ERCC8	1161	11.2496	9.79872	NA	NA	NA	NA
ERF	2077	29.6328	30.7226	cerebral-cortex	glial-cells	Low	Approved
ERG	2078	0.124099	0.714322	NA	NA	NA	NA
ERGIC1	57222	56.4036	51.9854	cerebral-cortex	glial-cells	Low	Enhanced
ERGIC2	51290	52.2047	47.3114	NA	NA	NA	NA
ERGIC3	51614	164.277	135.397	cerebral-cortex	glial-cells	Low	Approved
ERH	2079	293.234	154.915	cerebral-cortex	glial-cells	Medium	Approved
ERI1	90459	7.17167	12.3751	NA	NA	NA	NA
ERI2	112479	12.8221	15.6297	NA	NA	NA	NA
ERI3	79033	60.0458	45.4289	cerebral-cortex	glial-cells	Medium	Approved
ERI3-IT1	100874278	0	0.300522	NA	NA	NA	NA
ERICH1	157697	13.7705	9.11226	NA	NA	NA	NA
ERICH2	285141	0.265058	0.104521	NA	NA	NA	NA
ERLEC1	27248	27.478	30.7524	cerebral-cortex	glial-cells	Medium	Enhanced
ERLEC1P1	100288870	1.45219	1.92085	NA	NA	NA	NA
ERLIN1	10613	15.8122	26.9606	cerebral-cortex	glial-cells	High	Approved
ERLIN2	11160	14.0001	13.6357	cerebral-cortex	glial-cells	High	Supported
ERMAP	114625	2.93472	3.03574	NA	NA	NA	NA
ERMARD	55780	20.5	13.5058	cerebral-cortex	glial-cells	Medium	Approved
ERMP1	79956	5.84016	11.0007	NA	NA	NA	NA
ERN1	2081	1.94136	2.47969	cerebral-cortex	glial-cells	Low	Supported
ERP29	10961	89.9246	85.4812	cerebral-cortex	glial-cells	Medium	Enhanced
ERP29P1	100420612	0.953591	0.666879	NA	NA	NA	NA
ERP44	23071	12.4763	10.6238	cerebral-cortex	glial-cells	Medium	Supported
ERRFI1	54206	12.3432	66.2991	NA	NA	NA	NA
ERV3-1	2086	5.14342	7.2782	cerebral-cortex	glial-cells	Low	Enhanced
ERVH48-1	90625	0.191411	0.24912	NA	NA	NA	NA
ERVK13-1	100507321	9.14469	5.65391	NA	NA	NA	NA
ERVK3-1	105372481	39.4262	35.5034	NA	NA	NA	NA
ERVMER34-1	100288413	0.623835	2.66438	NA	NA	NA	NA
ERVW-1	30816	0.0994467	0.214913	NA	NA	NA	NA
ESAM	90952	0.555819	0.810856	NA	NA	NA	NA
ESCO1	114799	5.68288	7.07333	cerebral-cortex	glial-cells	Low	Approved
ESCO2	157570	5.87507	10.9991	NA	NA	NA	NA
ESD	2098	113.668	86.3358	cerebral-cortex	glial-cells	Medium	Approved
ESF1	51575	31.2241	14.0863	cerebral-cortex	glial-cells	Medium	Supported
ESPL1	9700	10.0755	12.5215	NA	NA	NA	NA
ESPN	83715	0.811908	0.0951534	NA	NA	NA	NA
ESPNP	284729	1.17225	0.112689	NA	NA	NA	NA
ESR1	2099	0.0940146	0.283612	NA	NA	NA	NA
ESR2	2100	0.140386	0.0710865	NA	NA	NA	NA
ESRP2	80004	0.320148	0.105607	NA	NA	NA	NA
ESRRA	2101	10.0995	13.6037	NA	NA	NA	NA
ESRRB	2103	0.153406	0.379598	NA	NA	NA	NA
ESRRG	2104	0.0552663	0.0776266	NA	NA	NA	NA
ESYT1	23344	40.7019	34.2424	NA	NA	NA	NA
ESYT2	57488	7.51718	16.7583	cerebral-cortex	glial-cells	Low	Approved
ESYT3	83850	3.65296	0.40403	cerebral-cortex	glial-cells	Low	Approved
ETAA1	54465	10.5009	9.76174	NA	NA	NA	NA
ETF1	2107	46.5325	47.3425	NA	NA	NA	NA
ETF1P2	6825	0.434659	0.092719	NA	NA	NA	NA
ETFA	2108	118.096	70.0214	cerebral-cortex	glial-cells	Low	Enhanced
ETFB	2109	52.5983	35.1446	cerebral-cortex	glial-cells	Low	Supported
ETFDH	2110	19.1227	14.6607	NA	NA	NA	NA
ETHE1	23474	18.745	11.9644	cerebral-cortex	glial-cells	Low	Enhanced
ETNK1	55500	17.1164	20.6533	cerebral-cortex	glial-cells	Low	Approved
ETNK2	55224	5.66181	7.69071	NA	NA	NA	NA
ETS1	2113	18.1616	33.0149	NA	NA	NA	NA
ETS2	2114	4.87468	7.20998	NA	NA	NA	NA
ETV1	2115	14.4965	23.7059	NA	NA	NA	NA
ETV2	2116	3.34576	1.88085	NA	NA	NA	NA
ETV3	2117	6.5422	10.0778	NA	NA	NA	NA
ETV4	2118	3.32952	52.1594	cerebral-cortex	glial-cells	Medium	Approved
ETV5	2119	5.85105	28.6224	cerebral-cortex	glial-cells	High	Approved
ETV5-AS1	100873934	0.146909	0.116015	NA	NA	NA	NA
ETV6	2120	2.44491	4.89479	NA	NA	NA	NA
ETV7	51513	0.221019	0.174752	NA	NA	NA	NA
EVA1A	84141	2.67705	2.50974	NA	NA	NA	NA
EVA1B	55194	43.3613	29.279	NA	NA	NA	NA
EVA1C	59271	0	0.0187556	cerebral-cortex	glial-cells	Low	Enhanced
EVC	2121	3.90213	5.57376	NA	NA	NA	NA
EVC2	132884	1.51994	1.5016	NA	NA	NA	NA
EVI2A	2123	0.0461912	0.159787	NA	NA	NA	NA
EVI5	7813	5.03683	7.50426	cerebral-cortex	glial-cells	High	Approved
EVI5L	115704	11.4831	10.6551	NA	NA	NA	NA
EVL	51466	58.9759	59.328	NA	NA	NA	NA
EWSR1	2130	240.429	177.215	cerebral-cortex	glial-cells	Medium	Enhanced
EXD2	55218	7.95985	9.90562	NA	NA	NA	NA
EXD3	54932	9.00488	4.09852	NA	NA	NA	NA
EXO1	9156	9.04064	17.2623	NA	NA	NA	NA
EXO5	64789	9.46522	8.71205	NA	NA	NA	NA
EXOC1	55763	18.201	19.662	NA	NA	NA	NA
EXOC2	55770	11.9788	12.2048	NA	NA	NA	NA
EXOC3	11336	21.0523	21.215	NA	NA	NA	NA
EXOC3L1	283849	1.16701	1.02818	NA	NA	NA	NA
EXOC3L2	90332	0.363984	1.16703	NA	NA	NA	NA
EXOC4	60412	25.8582	24.5672	cerebral-cortex	glial-cells	Low	Approved
EXOC5	10640	21.3322	31.7418	cerebral-cortex	glial-cells	Low	Approved
EXOC5P1	644548	0.558765	0.800639	NA	NA	NA	NA
EXOC6	54536	9.90936	5.5203	cerebral-cortex	glial-cells	Medium	Approved
EXOC6B	23233	4.57617	6.29091	NA	NA	NA	NA
EXOC7	23265	31.7366	32.8653	cerebral-cortex	glial-cells	Low	Supported
EXOC8	149371	3.72038	4.26948	cerebral-cortex	glial-cells	Medium	Approved
EXOG	9941	13.0921	10.8638	cerebral-cortex	glial-cells	Medium	Enhanced
EXOSC1	51013	27.4043	24.6752	NA	NA	NA	NA
EXOSC10	5394	37.4235	45.9888	cerebral-cortex	glial-cells	Low	Supported
EXOSC2	23404	28.6963	27.8826	cerebral-cortex	glial-cells	High	Approved
EXOSC3	51010	43.5928	41.3451	cerebral-cortex	glial-cells	High	Supported
EXOSC3P1	100151640	0.349071	0.276439	NA	NA	NA	NA
EXOSC5	56915	19.0817	12.6036	cerebral-cortex	glial-cells	Low	Approved
EXOSC6	118460	14.5817	10.1447	NA	NA	NA	NA
EXOSC7	23016	42.2478	32.1602	NA	NA	NA	NA
EXOSC8	11340	91.7996	67.2543	NA	NA	NA	NA
EXOSC9	5393	48.9298	43.0209	cerebral-cortex	glial-cells	Medium	Approved
EXPH5	23086	0.804888	0.358685	NA	NA	NA	NA
EXT1	2131	13.6574	30.0051	NA	NA	NA	NA
EXT2	2132	28.0352	34.3756	NA	NA	NA	NA
EXTL1	2134	0.710131	0.743557	cerebral-cortex	glial-cells	Low	Approved
EXTL2	2135	28.8377	34.0631	cerebral-cortex	glial-cells	Low	Approved
EXTL3	2137	15.6984	19.4154	cerebral-cortex	glial-cells	Low	Approved
EXTL3-AS1	101929402	1.03365	0.282864	NA	NA	NA	NA
EYA1	2138	10.5457	14.9808	NA	NA	NA	NA
EYA2	2139	5.85309	0.807708	NA	NA	NA	NA
EYA3	2140	10.3999	10.6394	NA	NA	NA	NA
EYA4	2070	21.2884	9.85014	cerebral-cortex	glial-cells	Low	Enhanced
EZH1	2145	12.7561	14.7873	cerebral-cortex	glial-cells	Medium	Supported
EZH2	2146	49.4144	51.0356	NA	NA	NA	NA
EZH2P1	266693	5.755	0.79096	NA	NA	NA	NA
EZR	7430	36.89	36.0693	cerebral-cortex	glial-cells	Medium	Enhanced
F10	2159	1.76585	0.407377	NA	NA	NA	NA
F11R	50848	0.572129	0.753289	NA	NA	NA	NA
F12	2161	1.09686	0.970318	NA	NA	NA	NA
F2R	2149	41.6086	70.4087	NA	NA	NA	NA
F2RL1	2150	0.385745	1.78073	cerebral-cortex	glial-cells	Low	Approved
F2RL2	2151	2.56225	18.7458	NA	NA	NA	NA
F3	2152	1.73022	5.07094	NA	NA	NA	NA
FAAH	2166	1.30958	0.913391	cerebral-cortex	glial-cells	Medium	Approved
FAAH2	158584	0.493362	0.12221	NA	NA	NA	NA
FABP3	2170	111.92	41.5618	NA	NA	NA	NA
FABP4	2167	7.70112	1.90841	NA	NA	NA	NA
FABP5	2171	182.061	97.2851	NA	NA	NA	NA
FABP5P1	387934	1.46692	0.585267	NA	NA	NA	NA
FABP5P10	344332	2.6898	0	NA	NA	NA	NA
FABP5P11	266699	1.54023	0.205201	NA	NA	NA	NA
FABP5P3	220832	0.957252	0.195175	NA	NA	NA	NA
FABP5P7	728641	53.5108	30.4631	NA	NA	NA	NA
FABP7	2173	58.3075	44.851	cerebral-cortex	glial-cells	Medium	Enhanced
FADD	8772	17.288	21.4837	cerebral-cortex	glial-cells	Low	Supported
FADS1	3992	49.0565	78.9975	cerebral-cortex	glial-cells	Medium	Approved
FADS2	9415	178.659	360.547	cerebral-cortex	glial-cells	Low	Approved
FADS3	3995	8.49529	11.4502	NA	NA	NA	NA
FAF1	11124	18.9838	17.4512	NA	NA	NA	NA
FAF2	23197	20.8453	26.3271	NA	NA	NA	NA
FAH	2184	7.48381	6.45128	NA	NA	NA	NA
FAHD1	81889	38.0768	24.8692	NA	NA	NA	NA
FAHD2A	51011	14.2331	12.5636	cerebral-cortex	glial-cells	Medium	Enhanced
FAHD2B	151313	7.82777	5.19719	cerebral-cortex	glial-cells	Medium	Approved
FAHD2CP	729234	5.29042	3.86128	NA	NA	NA	NA
FAIM	55179	5.01153	6.37347	NA	NA	NA	NA
FAIM2	23017	1.46857	1.56796	cerebral-cortex	glial-cells	Low	Enhanced
FAM102A	399665	5.52763	12.3529	NA	NA	NA	NA
FAM102B	284611	3.44501	5.71056	NA	NA	NA	NA
FAM104A	84923	25.4599	19.8872	NA	NA	NA	NA
FAM104B	90736	15.7504	10.6829	cerebral-cortex	glial-cells	Medium	Approved
FAM106B	100996259	0.169237	0.150549	NA	NA	NA	NA
FAM107A	11170	0.121895	0.428582	NA	NA	NA	NA
FAM107B	83641	17.6818	27.8091	NA	NA	NA	NA
FAM110A	83541	13.3761	4.92954	NA	NA	NA	NA
FAM110B	90362	26.1345	20.371	NA	NA	NA	NA
FAM110C	642273	1.22459	1.02408	NA	NA	NA	NA
FAM110D	79927	2.19107	2.65187	NA	NA	NA	NA
FAM111A	63901	12.6782	13.0912	cerebral-cortex	glial-cells	Low	Approved
FAM111B	374393	9.8808	15.1784	NA	NA	NA	NA
FAM114A1	92689	15.3567	31.2728	NA	NA	NA	NA
FAM114A2	10827	11.3771	11.2169	cerebral-cortex	glial-cells	Medium	Approved
FAM117A	81558	10.9262	4.90977	cerebral-cortex	glial-cells	Medium	Approved
FAM117B	150864	3.43822	4.55049	NA	NA	NA	NA
FAM118A	55007	9.39881	17.5079	NA	NA	NA	NA
FAM118B	79607	18.4767	21.4282	cerebral-cortex	glial-cells	High	Approved
FAM120A	23196	24.2896	30.4728	cerebral-cortex	glial-cells	Medium	Approved
FAM120AOS	158293	24.3411	18.2253	NA	NA	NA	NA
FAM120B	84498	12.1489	11.8262	NA	NA	NA	NA
FAM122A	116224	4.85145	5.8488	cerebral-cortex	glial-cells	Medium	Approved
FAM122B	159090	16.0133	11.6095	cerebral-cortex	glial-cells	Medium	Enhanced
FAM122C	159091	2.53904	2.24267	NA	NA	NA	NA
FAM124A	220108	0.928531	1.26638	NA	NA	NA	NA
FAM126A	84668	18.8331	26.0087	NA	NA	NA	NA
FAM126B	285172	3.00375	3.20752	NA	NA	NA	NA
FAM131A	131408	4.60339	7.59667	NA	NA	NA	NA
FAM131B	9715	4.55061	10.2374	NA	NA	NA	NA
FAM133A	286499	0.223797	0.101919	NA	NA	NA	NA
FAM133B	257415	27.7898	17.1948	NA	NA	NA	NA
FAM133CP	728640	4.46716	0.418413	NA	NA	NA	NA
FAM133DP	728066	11.0171	5.75149	NA	NA	NA	NA
FAM135A	57579	6.9579	8.25508	cerebral-cortex	glial-cells	Medium	Approved
FAM135B	51059	0.0408985	0.131701	NA	NA	NA	NA
FAM136A	84908	33.786	37.4	cerebral-cortex	glial-cells	Medium	Enhanced
FAM13A	10144	14.2267	11.2652	NA	NA	NA	NA
FAM13A-AS1	285512	1.10561	0.755246	NA	NA	NA	NA
FAM13B	51306	14.9917	13.52	NA	NA	NA	NA
FAM13C	220965	4.25603	5.41326	NA	NA	NA	NA
FAM149A	25854	1.45147	1.6638	NA	NA	NA	NA
FAM149B1	317662	21.2323	17.2411	NA	NA	NA	NA
FAM149B1P1	388181	0.1554	0.0303848	NA	NA	NA	NA
FAM151B	167555	1.54773	1.63385	NA	NA	NA	NA
FAM155A	728215	0.437519	1.20847	NA	NA	NA	NA
FAM155B	27112	0.173727	0.395448	NA	NA	NA	NA
FAM157A	728262	0.083793	0.219405	NA	NA	NA	NA
FAM157B	100132403	0.0343925	0.403319	NA	NA	NA	NA
FAM157C	100996541	0.0554154	0.443971	NA	NA	NA	NA
FAM160A2	84067	10.2267	11.137	cerebral-cortex	glial-cells	Medium	Approved
FAM160B1	57700	8.53752	9.78761	NA	NA	NA	NA
FAM160B2	64760	16.5432	29.365	cerebral-cortex	glial-cells	Medium	Approved
FAM161A	84140	7.85456	8.48329	NA	NA	NA	NA
FAM161B	145483	4.32568	2.63691	cerebral-cortex	glial-cells	Medium	Approved
FAM162A	26355	33.9127	31.9365	cerebral-cortex	glial-cells	Low	Approved
FAM162B	221303	1.23901	1.02241	NA	NA	NA	NA
FAM166A	401565	0.535687	0.5129	NA	NA	NA	NA
FAM167A	83648	0.978245	1.34984	cerebral-cortex	glial-cells	Low	Approved
FAM167B	84734	0.883288	0.577451	NA	NA	NA	NA
FAM168A	23201	15.3935	23.1474	NA	NA	NA	NA
FAM168B	130074	51.0378	58.6464	NA	NA	NA	NA
FAM169A	26049	1.86244	2.39752	cerebral-cortex	glial-cells	Low	Enhanced
FAM171A1	221061	21.8025	28.9055	cerebral-cortex	glial-cells	Low	Approved
FAM171A2	284069	25.1994	15.7956	NA	NA	NA	NA
FAM171B	165215	9.33671	8.3889	cerebral-cortex	glial-cells	Low	Approved
FAM172A	83989	9.14588	9.5672	cerebral-cortex	glial-cells	Medium	Approved
FAM174A	345757	14.4143	6.14027	cerebral-cortex	glial-cells	Low	Approved
FAM174B	400451	10.1295	7.81263	NA	NA	NA	NA
FAM177A1	283635	28.5266	25.5532	NA	NA	NA	NA
FAM178B	51252	0.514059	0.48535	NA	NA	NA	NA
FAM181A	90050	0.994595	1.21311	NA	NA	NA	NA
FAM181A-AS1	283592	0.305924	0.685672	NA	NA	NA	NA
FAM181B	220382	0.763103	0.207488	NA	NA	NA	NA
FAM182A	284800	0	0	NA	NA	NA	NA
FAM182B	728882	0.379868	0.115761	NA	NA	NA	NA
FAM183A	440585	0	0	NA	NA	NA	NA
FAM184A	79632	4.59755	4.15273	NA	NA	NA	NA
FAM185A	222234	1.72146	1.43932	NA	NA	NA	NA
FAM185BP	641808	0.103974	0.0817826	NA	NA	NA	NA
FAM186A	121006	0.430233	0.112001	NA	NA	NA	NA
FAM186B	84070	0.481196	0.375508	NA	NA	NA	NA
FAM189A1	23359	0.416908	0.679312	NA	NA	NA	NA
FAM189A2	9413	1.26723	0.449296	cerebral-cortex	glial-cells	High	Approved
FAM193A	8603	11.736	15.1516	NA	NA	NA	NA
FAM193B	54540	45.8136	35.5792	cerebral-cortex	glial-cells	High	Approved
FAM200A	221786	8.9295	7.84339	NA	NA	NA	NA
FAM200B	285550	34.3028	29.2614	NA	NA	NA	NA
FAM201A	158228	0.106684	0.0411059	NA	NA	NA	NA
FAM201B	339742	0.167165	0.130614	NA	NA	NA	NA
FAM204A	63877	43.1384	44.1453	cerebral-cortex	glial-cells	Low	Approved
FAM207A	85395	17.8048	14.0918	cerebral-cortex	glial-cells	Medium	Approved
FAM207BP	729535	7.73305	6.25838	NA	NA	NA	NA
FAM209A	200232	0	0.238962	NA	NA	NA	NA
FAM209B	388799	0.216881	0.512009	NA	NA	NA	NA
FAM20A	54757	4.43659	0.431878	NA	NA	NA	NA
FAM20B	9917	18.948	16.4717	cerebral-cortex	glial-cells	Medium	Approved
FAM20C	56975	16.1881	31.0654	NA	NA	NA	NA
FAM210A	125228	5.87836	8.38717	NA	NA	NA	NA
FAM210B	116151	18.9123	21.0859	cerebral-cortex	glial-cells	Low	Approved
FAM214A	56204	12.0973	11.0991	cerebral-cortex	glial-cells	Low	Approved
FAM214B	80256	9.38905	11.2667	cerebral-cortex	glial-cells	Low	Approved
FAM216A	29902	16.1366	14.0984	NA	NA	NA	NA
FAM217B	63939	14.3129	14.5434	cerebral-cortex	glial-cells	Medium	Approved
FAM218A	152756	0.640477	0.435161	NA	NA	NA	NA
FAM219A	203259	4.75014	12.7089	NA	NA	NA	NA
FAM219B	57184	23.7153	29.732	NA	NA	NA	NA
FAM21FP	100288690	0.273584	0.372833	NA	NA	NA	NA
FAM220A	84792	13.4582	14.5674	NA	NA	NA	NA
FAM221A	340277	1.2114	1.91643	cerebral-cortex	glial-cells	High	Enhanced
FAM222A	84915	4.6358	2.85681	NA	NA	NA	NA
FAM222B	55731	7.03978	11.3525	NA	NA	NA	NA
FAM227A	646851	1.80667	2.82752	NA	NA	NA	NA
FAM227B	196951	5.80812	3.762	NA	NA	NA	NA
FAM228A	653140	1.12119	0.0967981	NA	NA	NA	NA
FAM228B	375190	6.66545	3.31222	NA	NA	NA	NA
FAM229A	100128071	8.43047	6.53658	NA	NA	NA	NA
FAM24B	196792	1.72563	2.37882	NA	NA	NA	NA
FAM27E2	100289124	0.0479963	0.112705	NA	NA	NA	NA
FAM27E3	100131997	0.335225	0.262251	NA	NA	NA	NA
FAM27E4	107987001	0	0	NA	NA	NA	NA
FAM32A	26017	71.3166	72.9587	NA	NA	NA	NA
FAM3A	60343	4.12619	5.85353	NA	NA	NA	NA
FAM3C	10447	29.9561	27.1458	NA	NA	NA	NA
FAM3C2	286460	13.5748	11.4733	NA	NA	NA	NA
FAM43A	131583	12.99	11.0635	NA	NA	NA	NA
FAM43B	163933	4.43928	4.73126	NA	NA	NA	NA
FAM47E	100129583	0.519057	0.70276	NA	NA	NA	NA
FAM49A	81553	3.94874	8.82755	cerebral-cortex	glial-cells	Medium	Approved
FAM49B	51571	74.2421	47.8021	cerebral-cortex	glial-cells	Low	Approved
FAM50A	9130	13.8558	24.0138	cerebral-cortex	glial-cells	Medium	Supported
FAM53A	152877	1.18703	0.830127	NA	NA	NA	NA
FAM53B	9679	6.90742	8.55079	cerebral-cortex	glial-cells	High	Approved
FAM53C	51307	26.4217	27.4126	cerebral-cortex	glial-cells	High	Approved
FAM66A	100133172	0.0934528	0.0734411	NA	NA	NA	NA
FAM66C	440078	1.1643	2.08943	NA	NA	NA	NA
FAM66D	100132923	0.266275	0.46338	NA	NA	NA	NA
FAM71E1	112703	1.00789	0.575943	NA	NA	NA	NA
FAM71F1	84691	0.0398516	0.0311709	NA	NA	NA	NA
FAM71F2	346653	0.972969	0.938943	NA	NA	NA	NA
FAM72A	729533	0.0696919	0.0544877	NA	NA	NA	NA
FAM72B	653820	0.112396	0.235703	NA	NA	NA	NA
FAM76A	199870	5.51391	4.65718	NA	NA	NA	NA
FAM76B	143684	11.1195	15.6419	NA	NA	NA	NA
FAM78A	286336	16.3854	5.89774	NA	NA	NA	NA
FAM78B	149297	0.0858126	0.16785	NA	NA	NA	NA
FAM81A	145773	0.135154	0.37945	NA	NA	NA	NA
FAM81B	153643	0	0	NA	NA	NA	NA
FAM83D	81610	21.6988	26.186	NA	NA	NA	NA
FAM83E	54854	0.199719	0.174033	NA	NA	NA	NA
FAM83G	644815	0.0436634	0.381017	NA	NA	NA	NA
FAM85A	619423	1.08237	0.478815	NA	NA	NA	NA
FAM86B1	85002	1.07413	1.38558	NA	NA	NA	NA
FAM86B2	653333	0.565153	1.01378	NA	NA	NA	NA
FAM86B3P	286042	1.8261	1.85227	NA	NA	NA	NA
FAM86C1	55199	2.7592	3.2436	NA	NA	NA	NA
FAM86C2P	645332	3.02682	2.21012	NA	NA	NA	NA
FAM86DP	692099	5.71335	7.69403	NA	NA	NA	NA
FAM86EP	348926	2.15459	1.86865	NA	NA	NA	NA
FAM86FP	653113	0.141037	0	NA	NA	NA	NA
FAM86HP	729375	1.61854	0.856946	NA	NA	NA	NA
FAM86JP	100125556	0.979179	0.56606	NA	NA	NA	NA
FAM89A	375061	6.11898	4.15679	NA	NA	NA	NA
FAM89B	23625	47.4477	33.0205	NA	NA	NA	NA
FAM8A1	51439	13.9054	11.2352	NA	NA	NA	NA
FAM90A1	55138	0.0513578	0.18055	NA	NA	NA	NA
FAM90A25P	389633	0.0457397	0.107385	NA	NA	NA	NA
FAM91A1	157769	8.59915	13.9701	NA	NA	NA	NA
FAM92A1P1	729073	4.62525	3.507	NA	NA	NA	NA
FAM92B	339145	0	0	NA	NA	NA	NA
FAM95B1	100133036	0.0122973	0.0309477	NA	NA	NA	NA
FAM98A	25940	23.8532	30.1505	NA	NA	NA	NA
FAM98B	283742	20.5343	27.0818	cerebral-cortex	glial-cells	High	Enhanced
FAM98C	147965	5.99966	6.48516	NA	NA	NA	NA
FAN1	22909	7.21785	10.9355	NA	NA	NA	NA
FANCA	2175	16.5788	27.9747	NA	NA	NA	NA
FANCB	2187	1.72432	2.29866	NA	NA	NA	NA
FANCC	2176	8.06964	10.6558	cerebral-cortex	glial-cells	Medium	Approved
FANCD2	2177	16.6997	19.2474	NA	NA	NA	NA
FANCE	2178	8.81596	8.78511	cerebral-cortex	glial-cells	High	Enhanced
FANCF	2188	5.42761	8.28447	NA	NA	NA	NA
FANCG	2189	43.496	38.0053	cerebral-cortex	glial-cells	Medium	Approved
FANCI	55215	23.4085	36.9143	cerebral-cortex	glial-cells	Medium	Approved
FANCL	55120	29.684	27.6345	cerebral-cortex	glial-cells	Low	Supported
FANCM	57697	6.63398	4.99723	NA	NA	NA	NA
FANK1	92565	0.894498	3.02718	NA	NA	NA	NA
FAP	2191	5.5887	13.8585	NA	NA	NA	NA
FAR1	84188	23.809	26.8354	cerebral-cortex	glial-cells	Low	Approved
FAR2	55711	10.26	13.043	NA	NA	NA	NA
FAR2P1	440905	0.0153595	0.0749733	NA	NA	NA	NA
FAR2P2	100216479	0.0293813	0.640559	NA	NA	NA	NA
FARP1	10160	36.5879	49.9125	NA	NA	NA	NA
FARP2	9855	12.8622	14.3227	cerebral-cortex	glial-cells	Medium	Approved
FARS2	10667	13.7762	11.306	cerebral-cortex	glial-cells	Low	Approved
FARSA	2193	35.9781	38.0165	cerebral-cortex	glial-cells	High	Approved
FARSB	10056	32.1489	27.7262	cerebral-cortex	glial-cells	Low	Enhanced
FAS	355	4.21919	11.0387	NA	NA	NA	NA
FASN	2194	86.2113	93.9618	NA	NA	NA	NA
FASTK	10922	60.154	46.9542	cerebral-cortex	glial-cells	Low	Approved
FASTKD1	79675	20.5642	13.7495	cerebral-cortex	glial-cells	Low	Approved
FASTKD2	22868	14.6848	16.3042	NA	NA	NA	NA
FASTKD3	79072	12.4885	8.10618	NA	NA	NA	NA
FASTKD5	60493	8.59192	11.1656	NA	NA	NA	NA
FAT1	2195	112.764	124.418	cerebral-cortex	glial-cells	Low	Enhanced
FAT3	120114	9.62622	16.0451	NA	NA	NA	NA
FAT4	79633	8.03601	6.9347	cerebral-cortex	glial-cells	Medium	Approved
FAU	2197	639.84	326.675	NA	NA	NA	NA
FAUP1	140623	45.047	9.12474	NA	NA	NA	NA
FAXC	84553	5.66675	7.74179	NA	NA	NA	NA
FAXDC2	10826	5.54501	6.77272	NA	NA	NA	NA
FBF1	85302	5.17758	4.94746	NA	NA	NA	NA
FBL	2091	287.862	241.586	cerebral-cortex	glial-cells	Low	Supported
FBLIM1	54751	27.0319	33.4846	NA	NA	NA	NA
FBLL1	345630	2.36525	2.88906	NA	NA	NA	NA
FBLN1	2192	94.8753	107.781	NA	NA	NA	NA
FBLN2	2199	10.6202	11.0564	NA	NA	NA	NA
FBLN5	10516	36.5067	56.3053	NA	NA	NA	NA
FBLN7	129804	4.18818	3.6269	NA	NA	NA	NA
FBN1	2200	49.4904	63.7864	NA	NA	NA	NA
FBN2	2201	27.268	44.8115	NA	NA	NA	NA
FBN3	84467	6.71127	1.62029	NA	NA	NA	NA
